Income Group,Date,Estimated Population,Total Tests,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Lower middle income,2020-02-06,2958315947,18,18,7,1,18,8,10,1.29,1.29,1.14,0.0,1.14,0.143,-0.0857,0.0,-0.0286,-0.0286,-0.0571,-0.0229,0.0126,,0.125,0.0061,0.0003,0.0024,0.0027,0.0034,1.0,0.0061
Lower middle income,2020-02-07,2958315947,9,19,8,1,19,9,10,1.0,1.0,1.29,0.0,1.29,-0.2857,-0.1143,0.0,-0.0286,-0.0286,-0.0857,-0.0,0.0057,0.0002,0.111,0.0064,0.0003,0.0027,0.003,0.0034,0.474,0.003
Lower middle income,2020-02-08,2958315947,,22,9,1,22,10,12,1.14,1.14,0.857,0.0,0.857,0.286,-0.1143,-0.0286,-0.0286,-0.0571,-0.0571,0.0057,0.0057,-0.0025,0.1,0.0074,0.0003,0.003,0.0034,0.0041,,
Lower middle income,2020-02-09,2958315947,,22,10,1,22,11,11,1.14,1.14,1.0,0.0,1.0,0.143,-0.0571,-0.0286,0.0,-0.0286,-0.0286,-0.0057,0.0034,-0.0027,0.0909,0.0074,0.0003,0.0034,0.0037,0.0037,,
Lower middle income,2020-02-10,2958315947,,23,11,1,23,12,11,1.0,1.0,1.0,0.0,1.0,0.0,-0.0857,-0.0571,0.0,-0.0571,-0.0286,-0.0057,-0.0034,-0.0009,0.0833,0.0078,0.0003,0.0037,0.0041,0.0037,,
Lower middle income,2020-02-11,2958315947,,24,13,1,24,14,10,1.0,1.0,1.0,0.0,1.0,0.0,-0.1143,0.0,0.0,0.0,-0.1143,-0.0057,-0.0011,-0.0005,0.0714,0.0081,0.0003,0.0044,0.0047,0.0034,,
Lower middle income,2020-02-12,2958315947,20,24,14,1,24,15,9,0.571,0.571,1.0,0.0,1.0,-0.4286,-0.1429,-0.0286,0.0,-0.0286,-0.1143,-0.0171,0.0011,0.0002,0.0667,0.0081,0.0003,0.0047,0.0051,0.003,0.833,0.0068
Lower middle income,2020-02-13,2958315947,24,25,14,1,25,15,10,0.571,0.571,0.857,0.0,0.857,-0.2857,-0.1429,-0.0857,0.0,-0.0857,-0.0571,0.0,0.0034,0.0021,0.0667,0.0085,0.0003,0.0047,0.0051,0.0034,0.96,0.0081
Lower middle income,2020-02-14,2958315947,,26,15,1,26,16,10,0.429,0.429,0.857,0.0,0.857,-0.4286,-0.1429,-0.0857,0.0,-0.0857,-0.0571,0.0,0.0046,0.0014,0.0625,0.0088,0.0003,0.0051,0.0054,0.0034,,
Lower middle income,2020-02-15,2958315947,10,26,16,1,26,17,9,0.286,0.286,0.571,0.0,0.571,-0.2857,-0.0857,-0.0857,0.0,-0.0857,0.0,0.0114,0.0069,0.0014,0.0588,0.0088,0.0003,0.0054,0.0057,0.003,0.385,0.0034
Lower middle income,2020-02-16,2958315947,34,26,16,1,26,17,9,0.286,0.286,0.571,0.0,0.571,-0.2857,-0.1143,-0.0571,0.0,-0.0571,-0.0571,0.0171,0.0057,0.0002,0.0588,0.0088,0.0003,0.0054,0.0057,0.003,1.31,0.0115
Lower middle income,2020-02-17,2958315947,,26,17,1,26,18,8,0.143,0.143,0.571,0.0,0.571,-0.4286,-0.0857,0.0,0.0,0.0,-0.0857,0.0171,0.008,0.0002,0.0556,0.0088,0.0003,0.0057,0.0061,0.0027,,
Lower middle income,2020-02-18,2958315947,35,26,17,1,26,18,8,0.0,0.0,0.571,0.0,0.571,-0.5714,-0.0571,0.0571,0.0,0.0571,-0.1143,0.0286,0.0046,-0.0002,0.0556,0.0088,0.0003,0.0057,0.0061,0.0027,1.35,0.0118
Lower middle income,2020-02-19,2958315947,221,26,18,1,26,19,7,0.0,0.0,0.857,0.0,0.857,-0.8571,-0.0571,0.0286,0.0,0.0286,-0.0857,0.04,0.0057,-0.0018,0.0526,0.0088,0.0003,0.0061,0.0064,0.0024,8.5,0.0747
Lower middle income,2020-02-20,2958315947,212,26,18,1,26,19,7,0.0,0.0,0.857,0.0,0.857,-0.8571,0.0571,0.0571,0.0,0.0571,0.0,0.0343,0.0057,-0.0014,0.0526,0.0088,0.0003,0.0061,0.0064,0.0024,8.15,0.0717
Lower middle income,2020-02-21,2958315947,,26,19,1,26,20,6,0.0,0.0,0.714,0.0,0.714,-0.7143,0.0857,0.0286,0.0,0.0286,0.0571,0.0457,-0.0034,-0.0002,0.05,0.0088,0.0003,0.0064,0.0068,0.002,,
Lower middle income,2020-02-22,2958315947,12,26,22,1,26,23,3,0.429,0.429,0.857,0.0,0.857,-0.4286,0.0857,-0.0286,0.0,-0.0286,0.114,0.0457,0.0011,0.0053,0.0435,0.0088,0.0003,0.0074,0.0078,0.001,0.462,0.0041
Lower middle income,2020-02-23,2958315947,229,26,22,1,26,23,3,0.429,0.429,0.714,0.0,0.714,-0.2857,0.171,-0.0571,0.0,-0.0571,0.229,0.0114,0.0034,0.0073,0.0435,0.0088,0.0003,0.0074,0.0078,0.001,8.81,0.0774
Lower middle income,2020-02-24,2958315947,231,26,22,1,26,23,3,0.429,0.429,0.714,0.0,0.714,-0.2857,0.171,-0.0857,0.0,-0.0857,0.257,0.0457,0.032,0.0158,0.0435,0.0088,0.0003,0.0074,0.0078,0.001,8.88,0.0781
Lower middle income,2020-02-25,2958315947,236,29,23,1,29,24,5,0.857,0.857,0.571,0.0,0.571,0.286,0.114,-0.1143,0.0,-0.1143,0.229,0.0514,0.0423,0.0137,0.0417,0.0098,0.0003,0.0078,0.0081,0.0017,8.14,0.0798
Lower middle income,2020-02-26,2958315947,239,29,23,1,29,24,5,0.857,0.857,0.286,0.0,0.286,0.571,0.314,-0.0571,0.0,-0.0571,0.371,0.206,0.0754,0.027,0.0417,0.0098,0.0003,0.0078,0.0081,0.0017,8.24,0.0808
Lower middle income,2020-02-27,2958315947,19,29,23,1,29,24,5,1.0,1.0,0.286,0.0,0.286,0.714,0.343,-0.0286,0.0,-0.0286,0.371,0.257,0.0697,0.0071,0.0417,0.0098,0.0003,0.0078,0.0081,0.0017,0.655,0.0064
Lower middle income,2020-02-28,2958315947,224,32,23,1,32,24,8,2.0,2.0,0.429,0.0,0.429,1.57,1.2,0.0,0.0,0.0,1.2,0.389,0.138,0.0089,0.0417,0.0108,0.0003,0.0078,0.0081,0.0027,7.0,0.0757
Lower middle income,2020-02-29,2958315947,25,32,24,1,32,25,7,2.14,2.14,0.571,0.0,0.571,1.57,1.46,0.171,0.0,0.171,1.29,0.394,0.0674,-0.0098,0.04,0.0108,0.0003,0.0081,0.0085,0.0024,0.781,0.0085
Lower middle income,2020-03-01,2958315947,243,33,24,1,33,25,8,6.86,6.86,0.571,0.0,0.571,6.29,2.06,0.314,0.0,0.314,1.74,0.743,0.0869,-0.0082,0.04,0.0112,0.0003,0.0081,0.0085,0.0027,7.36,0.0821
Lower middle income,2020-03-02,2958315947,2209,40,25,1,40,26,14,8.14,8.14,1.14,0.0,1.14,7.0,2.29,0.486,0.0,0.486,1.8,0.543,0.0263,-0.0526,0.0385,0.0135,0.0003,0.0085,0.0088,0.0047,55.22,0.747
Lower middle income,2020-03-03,2958315947,2254,44,27,1,44,28,16,11.29,11.29,1.86,0.0,1.86,9.43,4.06,0.571,0.0286,0.6,3.46,0.691,0.0286,0.0009,0.0357,0.0149,0.0003,0.0091,0.0095,0.0054,51.23,0.762
Lower middle income,2020-03-04,2958315947,157,77,27,1,77,28,49,13.43,13.43,2.86,0.0,2.86,10.57,3.91,0.943,0.0286,0.971,2.94,0.52,-0.1246,0.003,0.0357,0.026,0.0003,0.0091,0.0095,0.0166,2.04,0.0531
Lower middle income,2020-03-05,2958315947,2077,86,31,1,86,32,54,22.43,22.43,3.43,0.143,3.57,18.86,4.91,1.17,0.0571,1.23,3.69,0.537,0.072,0.0569,0.0312,0.0291,0.0003,0.0105,0.0108,0.0183,24.15,0.702
Lower middle income,2020-03-06,2958315947,2544,111,36,1,111,37,74,26.43,26.43,5.29,0.143,5.43,21.0,4.66,1.51,0.0857,1.6,3.06,0.12,0.102,0.101,0.027,0.0375,0.0003,0.0122,0.0125,0.025,22.92,0.86
Lower middle income,2020-03-07,2958315947,331,126,44,1,126,45,81,32.71,32.71,7.0,0.286,7.29,25.43,4.97,1.69,0.143,1.83,3.14,0.903,0.311,0.189,0.0222,0.0426,0.0003,0.0149,0.0152,0.0274,2.63,0.112
Lower middle income,2020-03-08,2958315947,284,190,48,2,190,50,140,34.57,34.57,9.43,0.429,9.86,24.71,4.66,1.83,0.314,2.14,2.51,1.2,0.535,0.108,0.04,0.0642,0.0007,0.0162,0.0169,0.0473,1.49,0.096
Lower middle income,2020-03-09,2958315947,2959,225,62,2,225,64,161,38.29,38.29,11.29,0.714,12.0,26.29,8.43,1.94,0.429,2.37,6.06,2.07,0.823,0.132,0.0312,0.0761,0.0007,0.021,0.0216,0.0544,13.15,1.0
Lower middle income,2020-03-10,2958315947,874,273,76,3,273,79,194,45.71,45.71,12.57,1.71,14.29,31.43,10.91,2.46,0.486,2.94,7.97,3.21,0.61,0.0391,0.038,0.0923,0.001,0.0257,0.0267,0.0656,3.2,0.295
Lower middle income,2020-03-11,2958315947,5888,319,93,4,319,97,222,68.57,68.57,15.0,2.29,17.29,51.29,15.03,3.09,0.486,3.57,11.46,4.23,0.76,-0.0747,0.0412,0.108,0.0014,0.0314,0.0328,0.075,18.46,1.99
Lower middle income,2020-03-12,2958315947,6183,354,110,6,354,116,238,87.29,87.29,19.29,2.71,22.0,65.29,21.03,4.06,0.543,4.6,16.43,3.95,0.506,-0.1865,0.0517,0.12,0.002,0.0372,0.0392,0.0805,17.47,2.09
Lower middle income,2020-03-13,2958315947,12450,431,124,13,431,137,294,109.71,109.71,24.86,2.86,27.71,82.0,25.83,5.4,0.771,6.17,19.66,5.0,0.161,-0.1472,0.0949,0.146,0.0044,0.0419,0.0463,0.0994,28.89,4.21
Lower middle income,2020-03-14,2958315947,6773,606,149,17,606,166,440,143.43,143.43,31.57,3.43,35.0,108.43,28.2,7.14,0.686,7.83,20.37,4.61,-0.1097,-0.2601,0.102,0.205,0.0057,0.0504,0.0561,0.149,11.18,2.29
Lower middle income,2020-03-15,2958315947,9725,801,183,21,801,204,597,174.86,174.86,39.57,5.57,45.14,129.71,35.91,9.14,0.629,9.77,26.14,4.02,-0.1257,-0.1552,0.103,0.271,0.0071,0.0619,0.069,0.202,12.14,3.29
Lower middle income,2020-03-16,2958315947,10120,993,236,22,993,258,735,209.57,209.57,50.71,5.71,56.43,153.14,38.06,11.29,0.771,12.06,26.0,3.69,-0.5406,-0.0805,0.0853,0.336,0.0074,0.0798,0.0872,0.248,10.19,3.42
Lower middle income,2020-03-17,2958315947,12718,1277,297,27,1277,324,953,266.86,266.86,65.0,5.86,70.86,196.0,41.11,13.43,1.09,14.51,26.6,3.33,-0.2697,-0.0025,0.0833,0.432,0.0091,0.1,0.11,0.322,9.96,4.3
Lower middle income,2020-03-18,2958315947,31280,1543,370,43,1543,413,1130,300.0,300.0,81.29,6.71,88.0,212.0,44.26,15.71,1.23,16.94,27.31,2.3,-0.2411,0.0937,0.104,0.522,0.0145,0.125,0.14,0.382,20.27,10.57
Lower middle income,2020-03-19,2958315947,17980,1821,465,46,1821,511,1310,349.0,349.0,98.71,8.86,107.57,241.43,44.83,18.2,1.34,19.54,25.29,3.26,-0.1223,0.205,0.09,0.616,0.0155,0.157,0.173,0.443,9.87,6.08
Lower middle income,2020-03-20,2958315947,35325,2299,579,54,2299,633,1666,396.14,396.14,118.14,11.71,129.86,266.29,47.4,20.34,1.34,21.69,25.71,2.81,0.343,0.178,0.0853,0.777,0.0183,0.196,0.214,0.563,15.37,11.94
Lower middle income,2020-03-21,2958315947,21859,2706,718,64,2706,782,1924,433.71,433.71,141.71,12.43,154.14,279.57,54.34,22.26,2.03,24.29,30.06,3.07,0.482,0.352,0.0818,0.915,0.0216,0.243,0.264,0.65,8.08,7.39
Lower middle income,2020-03-22,2958315947,41740,3244,874,83,3244,957,2287,503.86,503.86,166.71,12.57,179.29,324.57,55.17,24.51,2.31,26.83,28.34,5.04,0.618,0.438,0.0867,1.1,0.0281,0.295,0.323,0.773,12.87,14.11
Lower middle income,2020-03-23,2958315947,29276,3766,1063,104,3766,1167,2599,571.71,571.71,192.57,16.86,209.43,362.29,59.63,26.91,2.6,29.51,30.11,4.71,1.52,0.218,0.0891,1.27,0.0352,0.359,0.394,0.879,7.77,9.9
Lower middle income,2020-03-24,2958315947,53714,4313,1289,114,4313,1403,2910,624.86,624.86,221.29,20.43,241.71,383.14,70.03,29.31,2.8,32.11,37.91,6.35,2.07,0.295,0.0813,1.46,0.0385,0.436,0.474,0.984,12.45,18.16
Lower middle income,2020-03-25,2958315947,65055,5070,1537,131,5070,1668,3402,694.29,694.29,252.71,24.71,277.43,416.86,70.94,32.29,3.37,35.66,35.29,10.41,1.43,0.0688,0.0785,1.71,0.0443,0.52,0.564,1.15,12.83,21.99
Lower middle income,2020-03-26,2958315947,44766,5823,1813,164,5823,1977,3846,783.86,783.86,288.29,26.43,314.71,469.14,86.09,35.31,3.49,38.8,47.29,13.42,1.96,-0.2953,0.083,1.97,0.0554,0.613,0.668,1.3,7.69,15.13
Lower middle income,2020-03-27,2958315947,81217,6673,2128,197,6673,2325,4348,858.57,858.57,328.14,29.43,357.57,501.0,107.23,38.77,4.4,43.17,64.06,12.2,0.962,-0.9223,0.0847,2.26,0.0666,0.719,0.786,1.47,12.17,27.45
Lower middle income,2020-03-28,2958315947,23540,7566,2487,237,7566,2724,4842,1002.14,1002.14,369.14,34.29,403.43,598.71,126.74,43.71,5.11,48.83,77.91,14.5,0.0434,-0.9367,0.087,2.56,0.0801,0.841,0.921,1.64,3.11,7.96
Lower middle income,2020-03-29,2958315947,22116,8731,2892,268,8731,3160,5571,1161.0,1161.0,415.14,42.43,457.57,703.43,131.03,50.03,6.09,56.11,74.91,11.16,-2.5417,-1.3573,0.0848,2.95,0.0906,0.978,1.07,1.88,2.53,7.48
Lower middle income,2020-03-30,2958315947,24140,9776,3360,310,9776,3670,6106,1328.0,1328.0,471.29,50.29,521.57,806.43,143.43,55.97,6.77,62.74,80.69,10.63,-3.2514,-1.0434,0.0845,3.3,0.105,1.14,1.24,2.06,2.47,8.16
Lower middle income,2020-03-31,2958315947,25317,11328,3873,354,11328,4227,7101,1439.0,1439.0,538.43,56.86,595.29,843.71,141.89,62.57,7.57,70.14,71.74,0.714,-4.8286,-1.235,0.0837,3.83,0.12,1.31,1.43,2.4,2.23,8.56
Lower middle income,2020-04-01,2958315947,95449,13197,4443,428,13197,4871,8326,1575.71,1575.71,608.0,63.29,671.29,904.43,160.37,68.8,7.77,76.57,83.8,-4.0571,-4.2549,-0.0091,0.0879,4.46,0.145,1.5,1.65,2.81,7.23,32.26
Lower middle income,2020-04-02,2958315947,115545,15119,5112,516,15119,5628,9491,1711.57,1711.57,682.0,72.14,754.14,957.43,130.31,76.6,7.6,84.2,46.11,-9.6457,-6.1314,0.551,0.0917,5.11,0.174,1.73,1.9,3.21,7.64,39.06
Lower middle income,2020-04-03,2958315947,143184,16746,5897,595,16746,6492,10254,1962.86,1962.86,759.14,81.29,840.43,1122.43,110.74,81.74,6.63,88.37,22.37,-10.1143,-2.5874,1.53,0.0917,5.66,0.201,1.99,2.19,3.47,8.55,48.4
Lower middle income,2020-04-04,2958315947,73776,18596,6743,680,18596,7423,11173,1979.57,1979.57,854.29,88.29,942.57,1037.0,95.2,83.77,6.69,90.46,4.74,-20.0286,-0.4971,1.58,0.0916,6.29,0.23,2.28,2.51,3.78,3.97,24.94
Lower middle income,2020-04-05,2958315947,75806,20712,7666,773,20712,8439,12273,1992.71,1992.71,947.14,90.0,1037.14,955.57,91.31,84.31,6.46,90.77,0.543,-12.2229,2.82,2.68,0.0916,7.0,0.261,2.59,2.85,4.15,3.66,25.62
Lower middle income,2020-04-06,2958315947,178525,23516,8674,879,23516,9553,13963,2051.71,2051.71,1026.86,96.71,1123.57,928.14,60.23,85.09,5.86,90.94,-30.7143,-6.5429,3.62,1.79,0.092,7.95,0.297,2.93,3.23,4.72,7.59,60.35
Lower middle income,2020-04-07,2958315947,196435,25185,9853,972,25185,10825,14360,2168.14,2168.14,1103.57,104.43,1208.0,960.14,69.2,81.86,6.34,88.2,-19.0,4.43,7.27,1.37,0.0898,8.51,0.329,3.33,3.66,4.85,7.8,66.4
Lower middle income,2020-04-08,2958315947,214375,27146,11073,1058,27146,12131,15015,2264.0,2264.0,1184.57,110.57,1295.14,968.86,78.03,80.37,6.06,86.43,-8.4,7.99,6.38,-0.1285,0.0872,9.18,0.358,3.74,4.1,5.08,7.9,72.47
Lower middle income,2020-04-09,2958315947,379714,29481,12300,1193,29481,13493,15988,2325.57,2325.57,1263.57,120.0,1383.57,942.0,117.37,80.23,5.46,85.69,31.69,16.34,6.33,-0.6343,0.0884,9.97,0.403,4.16,4.56,5.4,12.88,128.35
Lower middle income,2020-04-10,2958315947,444237,31923,13622,1326,31923,14948,16975,2382.86,2382.86,1349.0,120.29,1469.29,913.57,131.26,84.51,4.06,88.57,42.69,19.67,2.17,-1.9191,0.0887,10.79,0.448,4.6,5.05,5.74,13.92,150.17
Lower middle income,2020-04-11,2958315947,461593,34444,15035,1454,34444,16489,17955,2638.57,2638.57,1428.0,124.0,1552.0,1086.57,141.91,89.8,2.74,92.54,49.37,25.11,0.449,-2.0667,0.0882,11.64,0.491,5.08,5.57,6.07,13.4,156.03
Lower middle income,2020-04-12,2958315947,327634,36991,16511,1613,36991,18124,18867,2824.43,2824.43,1526.14,124.71,1650.86,1173.57,167.57,95.74,1.11,96.86,70.71,15.3,-2.3223,-2.5694,0.089,12.5,0.545,5.58,6.13,6.38,8.86,110.75
Lower middle income,2020-04-13,2958315947,395839,40196,18117,1721,40196,19838,20358,2973.57,2973.57,1633.57,124.29,1757.86,1215.71,203.57,102.34,1.03,103.37,100.2,10.23,-3.9543,-1.3138,0.0868,13.59,0.582,6.12,6.71,6.88,9.85,133.81
Lower middle income,2020-04-14,2958315947,581820,43655,19849,1840,43655,21689,21966,3163.43,3163.43,1742.29,125.57,1867.86,1295.57,193.89,112.66,-0.2571,112.4,81.49,4.73,-6.5166,-0.8224,0.0848,14.76,0.622,6.71,7.33,7.43,13.33,196.67
Lower middle income,2020-04-15,2958315947,576742,46917,21756,1931,46917,23687,23230,3400.71,3400.71,1860.71,125.43,1986.14,1414.57,182.43,119.6,0.257,119.86,62.57,-0.0971,-4.3954,0.183,0.0815,15.86,0.653,7.35,8.01,7.85,12.29,194.96
Lower middle income,2020-04-16,2958315947,530759,50296,23735,2063,50296,25798,24498,3608.0,3608.0,1991.29,122.71,2114.0,1494.0,165.54,124.94,0.514,125.46,40.09,-7.4743,-3.6629,0.434,0.08,17.0,0.697,8.02,8.72,8.28,10.55,179.41
Lower middle income,2020-04-17,2958315947,602535,54067,25818,2205,54067,28023,26044,3736.57,3736.57,2124.14,126.0,2250.14,1486.43,167.09,127.77,1.51,129.29,37.8,-6.6743,-1.4091,1.19,0.0787,18.28,0.745,8.73,9.47,8.8,11.14,203.67
Lower middle income,2020-04-18,2958315947,601536,58249,28060,2332,58249,30392,27857,3801.29,3801.29,2258.29,126.86,2385.14,1416.14,166.2,131.0,1.54,132.54,33.66,-8.08,-1.7863,0.783,0.0767,19.69,0.788,9.49,10.27,9.42,10.33,203.34
Lower middle income,2020-04-19,2958315947,867757,62247,30450,2472,62247,32922,29325,3998.86,3998.86,2381.14,133.14,2514.29,1484.57,160.51,133.71,2.11,135.83,24.69,-2.32,-0.5646,1.03,0.0751,21.04,0.836,10.29,11.13,9.91,13.94,293.33
Lower middle income,2020-04-20,2958315947,169063,66352,32986,2603,66352,35589,30763,4231.71,4231.71,2515.71,133.14,2648.86,1582.86,142.03,136.4,1.54,137.94,4.09,-9.0286,-0.48,0.303,0.0731,22.43,0.88,11.15,12.03,10.4,2.55,57.15
Lower middle income,2020-04-21,2958315947,920070,70264,35657,2728,70264,38385,31879,4410.57,4410.57,2659.86,133.29,2793.14,1617.43,153.94,137.6,0.857,138.46,15.49,-10.2971,1.49,1.35,0.0711,23.75,0.922,12.05,12.98,10.78,13.09,311.01
Lower middle income,2020-04-22,2958315947,310592,74909,38424,2863,74909,41287,33622,4446.71,4446.71,2806.14,133.71,2939.86,1506.86,121.94,139.69,0.0857,139.77,-17.8286,-9.0743,0.106,1.26,0.0693,25.32,0.968,12.99,13.96,11.37,4.15,104.99
Lower middle income,2020-04-23,2958315947,1086287,79918,41345,2995,79918,44340,35578,4571.0,4571.0,2946.29,131.14,3077.43,1493.57,114.71,136.23,1.91,138.14,-23.4286,-0.64,4.96,1.88,0.0675,27.01,1.01,13.98,14.99,12.03,13.59,367.2
Lower middle income,2020-04-24,2958315947,875423,84941,44437,3138,84941,47575,37366,4608.57,4608.57,3079.57,133.57,3213.14,1395.43,115.14,131.46,4.46,135.91,-20.7714,-1.7886,5.74,1.29,0.066,28.71,1.06,15.02,16.08,12.63,10.31,295.92
Lower middle income,2020-04-25,2958315947,1155311,89376,47703,3268,89376,50971,38405,4805.29,4805.29,3196.86,142.71,3339.57,1465.71,138.83,128.51,5.71,134.23,4.6,15.78,8.9,1.79,0.0641,30.21,1.1,16.13,17.23,12.98,12.93,390.53
Lower middle income,2020-04-26,2958315947,1291682,94244,51074,3390,94244,54464,39780,4986.29,4986.29,3317.14,155.57,3472.71,1513.57,145.0,127.66,6.83,134.49,10.51,18.42,7.92,-0.2123,0.0622,31.86,1.15,17.26,18.41,13.45,13.71,436.63
Lower middle income,2020-04-27,2958315947,1363882,98612,54543,3538,98612,58081,40531,5140.86,5140.86,3448.71,162.29,3611.0,1529.86,200.86,127.03,8.43,135.46,65.4,35.41,9.06,-0.0142,0.0609,33.33,1.2,18.44,19.63,13.7,13.83,461.03
Lower middle income,2020-04-28,2958315947,1239139,103901,58035,3727,103901,61762,42139,5296.0,5296.0,3584.57,165.29,3749.86,1546.14,206.8,134.23,7.23,141.46,65.34,38.94,3.9,-2.619,0.0603,35.12,1.26,19.62,20.88,14.24,11.93,418.87
Lower middle income,2020-04-29,2958315947,1585624,109813,61644,3952,109813,65596,44217,5612.86,5612.86,3714.71,175.71,3890.43,1722.43,292.2,138.69,8.69,147.37,144.83,43.5,5.67,-2.7061,0.0602,37.12,1.34,20.84,22.17,14.95,14.44,535.99
Lower middle income,2020-04-30,2958315947,1683732,115904,65486,4131,115904,69617,46287,5839.29,5839.29,3868.0,178.86,4046.86,1792.43,333.54,151.29,9.26,160.54,173.0,35.29,-4.1977,-3.4896,0.0593,39.18,1.4,22.14,23.53,15.65,14.53,569.15
Lower middle income,2020-05-01,2958315947,1933210,122013,69529,4295,122013,73824,48189,6447.29,6447.29,4010.57,199.0,4209.57,2237.71,362.51,166.77,9.34,176.11,186.4,46.78,-5.6137,-2.7657,0.0582,41.24,1.45,23.5,24.95,16.29,15.84,653.48
Lower middle income,2020-05-02,2958315947,1896938,128666,73706,4498,128666,78204,50462,6808.57,6808.57,4205.14,208.57,4413.71,2394.86,377.29,184.66,8.46,193.11,184.17,14.42,-8.3897,-4.8837,0.0575,43.49,1.52,24.91,26.44,17.06,14.74,641.22
Lower middle income,2020-05-03,2958315947,2017270,135119,78150,4642,135119,82792,52327,7108.57,7108.57,4418.43,212.0,4630.43,2478.14,440.69,200.17,9.69,209.86,230.83,10.87,-9.928,-0.872,0.0561,45.67,1.57,26.42,27.99,17.69,14.93,681.9
Lower middle income,2020-05-04,2958315947,2114019,143743,82617,4931,143743,87548,56195,7499.29,7499.29,4638.0,218.0,4856.0,2643.29,364.31,224.43,6.49,230.91,133.4,1.55,-18.7463,-1.8741,0.0563,48.59,1.67,27.93,29.59,19.0,14.71,714.6
