income_group,date,estimated_population,total_tests,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Upper middle income,2020-02-02,2650801191,1038,16660,3309,361,16660,3670,12990,3219.3333333333335,977.3333333333334,65.33333333333333,1042.6666666666667,2176.666666666667,178.75,179.91666666666666,4.583333333333333,184.5,-5.75,-78.84027777777779,,,0.09836512261580381,0.021668667466986796,6.284892302208114,0.1361852413623727,1.2483018384157651,1.384487079778138,4.900405222429976,0.062304921968787515,0.39157972447130984
Upper middle income,2020-02-03,2650801191,1052,19746,4426,425,19746,4851,14895,3465.8333333333335,1170.5,70.0,1240.5,2225.3333333333335,164.33333333333334,178.75,5.166666666666667,183.91666666666666,-19.583333333333314,-102.43750000000003,,,0.08761080189651618,0.021523346500557074,7.449068631416652,0.16032888526041106,1.6696838733237163,1.8300127585841273,5.619055872832524,0.053276612984908336,0.39686114657400573
Upper middle income,2020-02-04,2650801191,1103,23745,5716,491,23745,6207,17538,3704.8333333333335,1366.1666666666667,76.5,1442.6666666666667,2262.166666666667,28.5,177.5277777777778,4.527777777777778,182.05555555555557,-153.55555555555557,-90.58333333333334,,,0.07910423715160303,0.020678037481575068,8.957669130608142,0.18522701803026315,2.156329195643552,2.3415562136738153,6.616112916934328,0.04645188460728574,0.41610061280525507
Upper middle income,2020-02-05,2650801191,1149,27480,7238,563,27480,7801,19679,3367.5,1574.5,74.0,1648.5,1719.0,-65.4444444444445,163.74999999999997,4.361111111111112,168.1111111111111,-233.5555555555556,-16.284722222222232,,,0.07217023458530958,0.02048762736535662,10.366677098720226,0.2123886174155563,2.730495227093777,2.9428838445093333,7.423793254210893,0.041812227074235805,0.43345385685697013
Upper middle income,2020-02-06,2650801191,1194,30627,8956,633,30627,9589,21038,3355.6666666666665,1724.6666666666667,80.0,1804.6666666666667,1550.9999999999998,-183.58333333333334,145.13888888888889,1.7777777777777786,146.91666666666666,-330.5,57.75694444444446,,,0.06601314005631452,0.02066803800568126,11.553865338519081,0.23879572792903578,3.3786011679817447,3.6173968959107805,7.936468442608302,0.03898520912919973,0.4504298564727784
Upper middle income,2020-02-07,2650801191,1264,34150,10784,718,34150,11502,22648,3110.3333333333335,1858.6666666666667,86.83333333333333,1945.5,1164.8333333333335,99.19444444444441,111.55555555555554,5.333333333333333,116.88888888888887,-17.694444444444457,,,,0.06242392627369153,0.02102489019033675,12.882897486218912,0.270861504981118,4.068203996819466,4.339065501800584,8.543831984418329,0.037013177159590044,0.4768369669862578
Upper middle income,2020-02-08,2650801191,1230,36865,12756,805,36865,13561,23304,2826.6666666666665,1959.8333333333333,91.5,2051.333333333333,775.3333333333335,259.5277777777778,107.66666666666667,7.5555555555555545,115.22222222222223,144.3055555555556,,-4.145833333333339,,0.05936140402625175,0.021836430218364303,13.90711612970601,0.3036817709050139,4.812130024427773,5.115811795332787,8.791304334373223,0.033364980333649805,0.464010656165425
Upper middle income,2020-02-09,2650801191,1246,39880,14774,905,39880,15679,24201,2364.3333333333335,2041.3333333333333,80.66666666666667,2122.0,242.33333333333348,234.91666666666674,120.66666666666663,7.722222222222221,128.38888888888886,106.52777777777789,52.243055555555586,,,0.05772051789017157,0.02269307923771314,15.04450810396516,0.34140621449569886,5.573409296087796,5.9148155105834945,9.129692593381666,0.031243731193580742,0.47004656713993453
Upper middle income,2020-02-10,2650801191,1317,42407,16868,1012,42407,17880,24527,4300.0,2035.5,108.5,2144.0,2156.0,263.97222222222223,131.61111111111111,6.472222222222224,138.08333333333334,125.88888888888889,41.1736111111111,,,0.056599552572706935,0.023863984719503857,15.99780479350177,0.38177136913773174,6.363359144876738,6.745130514014471,9.2526742794873,0.031056193552951163,0.4968309220893209
Upper middle income,2020-02-11,2650801191,1427,44440,18997,1112,44440,20109,24331,4924.666666666667,2220.5,119.33333333333333,2339.8333333333335,2584.8333333333335,308.16666666666674,143.9166666666667,5.638888888888888,149.5555555555556,158.61111111111114,-135.59722222222223,-69.53125000000001,,0.05529862250733503,0.025022502250225023,16.764742731700395,0.41949581272841674,7.166512548922421,7.586008361650838,9.178734370049558,0.03211071107110711,0.5383278100390744
Upper middle income,2020-02-12,2650801191,1407,44813,21204,1117,44813,22321,22492,4765.166666666667,2448.6666666666665,126.33333333333333,2575.0,2190.166666666667,424.22222222222223,152.80555555555554,11.166666666666664,163.9722222222222,260.25,-210.56944444444446,-74.38888888888889,,0.05004256081716769,0.024925802780443176,16.90545490629365,0.42138203490795095,7.999091018968838,8.420473053876789,8.48498185241686,0.03139713922299333,0.5307829213209373
Upper middle income,2020-02-13,2650801191,1510,59950,22997,1369,59950,24366,35584,4694.166666666667,2648.3333333333335,125.66666666666667,2774.0,1920.166666666667,-307.47222222222223,184.8888888888889,2.7222222222222214,187.61111111111114,-495.08333333333337,-225.88194444444449,,,0.05618484773865222,0.022835696413678067,22.61580393261563,0.5164476327564771,8.675490292549819,9.191937925306297,13.423866007309336,0.02518765638031693,0.5696390982193429
Upper middle income,2020-02-14,2650801191,2199,66413,26079,1521,66413,27600,38813,4675.666666666667,2823.3333333333335,125.33333333333333,2948.666666666667,1727.0,-578.3055555555557,142.58333333333334,0.08333333333333333,142.66666666666669,-720.9722222222224,-256.38194444444446,,,0.05510869565217391,0.022902142652793882,25.0539347218816,0.5737887870143182,9.83815764401473,10.411946431029047,14.641988290852552,0.033110987306702,0.8295605145591622
Upper middle income,2020-02-15,2650801191,1484,68471,29466,1663,68471,31129,37342,4909.666666666667,2958.1666666666665,147.66666666666666,3105.833333333333,1803.833333333334,-595.3611111111112,82.02777777777783,-4.972222222222221,77.0555555555556,-672.4166666666667,,,,0.053422853287930866,0.024287654627506535,25.830303770977896,0.6273574969130908,11.115884548431229,11.74324204534432,14.087061725633577,0.021673409180528982,0.5598307428857647
Upper middle income,2020-02-16,2650801191,2157,70572,32758,1766,70572,34524,36048,2455.1666666666665,3144.8333333333335,124.83333333333333,3269.666666666667,-814.5000000000005,-601.3055555555557,17.944444444444418,-2.0,15.944444444444418,-617.2500000000001,,,,0.051152821225813924,0.025024088873774303,26.622894330818188,0.6662136738114963,12.357773231436578,13.023986905248075,13.598907425570113,0.030564529841863627,0.8137162482510745
Upper middle income,2020-02-17,2650801191,2286,72494,35937,1864,72494,37801,34693,1454.8333333333333,3076.0,119.83333333333333,3195.8333333333335,-1741.0000000000002,-650.6111111111112,-35.666666666666664,-4.527777777777776,-40.19444444444444,-610.4166666666667,,,,0.04931086479193672,0.025712472756366043,27.347958136631153,0.7031836285303676,13.557033293184453,14.26021692171482,13.087741214916331,0.03153364416365492,0.8623807804830581
Upper middle income,2020-02-18,2650801191,2356,74271,38953,2003,74271,40956,33315,1193.0,2940.8333333333335,96.5,3037.3333333333335,-1844.3333333333335,-732.388888888889,-87.88888888888884,-7.833333333333331,-95.72222222222217,-636.6666666666669,,,,0.04890614317804473,0.02696880343606522,28.018321499237626,0.7556206051214197,14.69480251187951,15.45042311700093,12.567898382236693,0.03172166794576618,0.8887878909965375
Upper middle income,2020-02-19,2650801191,1684,74681,41866,2118,74681,43984,30697,1086.3333333333333,2756.0,113.66666666666667,2869.6666666666665,-1783.3333333333333,-319.4166666666667,-148.41666666666666,-5.166666666666667,-153.58333333333331,-165.83333333333337,,,,0.04815387413604947,0.028360627201028374,28.172991717959434,0.7990037152507073,15.793715553676163,16.59271926892687,11.580272449032561,0.022549242779287906,0.6352796300671347
Upper middle income,2020-02-20,2650801191,2598,75142,44535,2240,75142,46775,28367,772.0,2609.3333333333335,98.16666666666667,2707.5,-1935.5,-152.61111111111111,-162.5,-6.194444444444443,-168.69444444444446,16.083333333333343,,,,0.04788882950293961,0.029810225972159377,28.34690140291249,0.845027536431343,16.800580953111545,17.645608489542887,10.7012929133696,0.034574538873066996,0.9800810444859952
Upper middle income,2020-02-21,2650801191,2606,75629,47111,2242,75629,49353,26276,515.3333333333334,2430.8333333333335,100.66666666666667,2531.5,-2016.1666666666665,-107.47222222222223,-165.80555555555557,-1.3611111111111118,-167.16666666666669,59.69444444444446,,,,0.04542783620043361,0.029644713006915336,28.530619443199125,0.8457820253031567,17.77236262000759,18.618144645310746,9.912474797888379,0.03445768157717278,0.98309899997325
Upper middle income,2020-02-22,2650801191,1650,77090,49294,2448,77090,51742,25348,538.6666666666666,2254.3333333333335,93.83333333333333,2348.166666666667,-1809.5000000000005,-117.05555555555554,-153.25,-8.500000000000002,-161.75,44.69444444444446,,,,0.04731166170615747,0.03175509145155014,29.081773564059034,0.9234943790999678,18.595887223592243,19.51938160269221,9.562391961366822,0.021403554287196782,0.6224533192463018
Upper middle income,2020-02-23,2650801191,2687,77126,51593,2453,77126,54046,23080,539.1666666666666,2101.0,82.66666666666667,2183.6666666666665,-1644.5,-47.833333333333336,-153.22222222222226,-4.5,-157.72222222222226,109.88888888888891,,,,0.04538726270214262,0.03180509815107746,29.095354363751678,0.925380601279502,19.463172181742088,20.38855278302159,8.706801580730088,0.034839094468791326,1.0136557992817048
Upper middle income,2020-02-24,2650801191,2861,77363,53538,2607,77363,56145,21218,548.1666666666666,1946.0,88.33333333333333,2034.3333333333333,-1486.1666666666665,15.722222222222209,-139.86111111111111,-7.888888888888889,-147.75,163.4722222222222,,,,0.04643334223884585,0.03369827953931466,29.1847612950616,0.9834762444091568,20.196912609580913,21.18038885399007,8.004372441071535,0.03698150278556933,1.0792963311294965
Upper middle income,2020-02-25,2650801191,2790,77913,55392,2681,77913,58073,19840,384.0,1836.5,62.666666666666664,1899.1666666666667,-1515.1666666666667,16.944444444444457,-125.50000000000004,-7.3055555555555545,-132.8055555555556,149.75000000000006,,,,0.04616603240748713,0.03441017545210684,29.39224573481037,1.0113923326662637,20.89632379375221,21.907716126418475,7.484529608391895,0.03580917176851103,1.0525119761801103
Upper middle income,2020-02-26,2650801191,2990,78377,57141,2736,78377,59877,18500,485.0,1690.0,71.16666666666667,1761.1666666666667,-1276.1666666666667,30.97222222222223,-113.44444444444446,-5.750000000000001,-119.19444444444446,150.16666666666669,13.666666666666673,,,0.045693672027656694,0.03490820010972607,29.56728715307115,1.0321407766411403,21.55612431215329,22.588265088794433,6.979022064276717,0.03814894675733953,1.1279608633614802
Upper middle income,2020-02-27,2650801191,3377,78918,58787,2772,78918,61559,17359,609.6666666666666,1591.6666666666667,53.333333333333336,1645.0,-1035.3333333333335,35.083333333333336,-99.33333333333333,-6.277777777777778,-105.6111111111111,140.69444444444443,14.847222222222218,,,0.04502997124709628,0.03512506652474721,29.771376392896755,1.045721576333787,22.177068653655965,23.22279022998975,6.548586162907002,0.042791251678957906,1.273954460057431
Upper middle income,2020-02-28,2650801191,3450,79394,60313,2824,79394,63137,16257,640.3333333333334,1501.3333333333333,50.0,1551.3333333333333,-910.9999999999999,70.3888888888889,-90.66666666666667,-2.138888888888888,-92.80555555555556,163.19444444444446,7.486111111111109,-5.506944444444447,,0.04472813088996943,0.03556943849661184,29.950944744388416,1.0653382870009431,22.752743662849817,23.81808194985076,6.132862794537654,0.043454165302163894,1.301493303878631
Upper middle income,2020-02-29,2650801191,1930,80036,61733,2880,80036,64613,15423,725.0,1420.3333333333333,48.166666666666664,1468.5,-743.5,76.33333333333333,-74.08333333333333,-3.8333333333333344,-77.91666666666666,154.25,6.118055555555552,-6.093749999999998,,0.04457307353009456,0.03598380728672097,30.19313567224061,1.0864639754117267,23.288430761837546,24.37489473724927,5.818240934991341,0.024114148633115097,0.7280817613002196
Upper middle income,2020-03-01,2650801191,1960,81021,63088,2927,81021,66015,15006,758.6666666666666,1350.0,50.666666666666664,1400.6666666666667,-642.0000000000001,60.916666666666664,-63.02777777777779,-0.8055555555555559,-63.83333333333335,124.75000000000001,-8.361111111111116,-3.168402777777778,,0.04433840793758994,0.036126436356006465,30.56472144160886,1.1041944638993486,23.799596972491326,24.903791436390673,5.660930005218185,0.024191259056294045,0.7393990943774251
Upper middle income,2020-03-02,2650801191,3947,81755,64400,2981,81755,67381,14374,806.3333333333334,1292.5,49.833333333333336,1342.3333333333333,-535.9999999999999,59.55555555555554,-53.05555555555554,0.4166666666666667,-52.63888888888888,112.19444444444443,-9.527777777777775,-4.652777777777776,,0.04424095813359849,0.03646260167573849,30.841618857564487,1.1245656634383185,24.294541672401113,25.41910733583943,5.422511521725056,0.04827839275885267,1.4889837885243353
Upper middle income,2020-03-03,2650801191,10968,82727,65663,3025,82727,68688,14039,943.0,1245.5,48.166666666666664,1293.6666666666667,-350.66666666666674,36.944444444444436,-43.75,1.3333333333333333,-42.416666666666664,79.3611111111111,-5.1875000000000036,,,0.04403971581644538,0.03656605461336686,31.208300449265945,1.14116441861822,24.771001394951462,25.912165813569683,5.296134635696261,0.13258065685930834,4.137616973026326
Upper middle income,2020-03-04,2650801191,8182,83470,66887,3076,83470,69963,13507,975.1666666666666,1213.5,48.5,1262.0,-286.83333333333337,38.22222222222223,-36.583333333333336,1.4722222222222225,-35.111111111111114,73.33333333333334,-12.493055555555552,,,0.04396609636522162,0.03685156343596502,31.488593065144734,1.1604038848494693,25.232748584501447,26.393152469350916,5.095440595793817,0.09802324188331137,3.0866139745898433
Upper middle income,2020-03-05,2650801191,53286,84232,68068,3123,84232,71191,13041,997.6666666666666,1183.0,52.5,1235.5,-237.83333333333337,40.16666666666665,-31.22222222222221,2.7777777777777772,-28.444444444444432,68.61111111111109,-4.722222222222219,,,0.04386790465086879,0.03707617057650299,31.776053325305753,1.1781343733370913,25.678274263307436,26.856408636644527,4.919644688661225,0.632609934466711,20.101847011732385
Upper middle income,2020-03-06,2650801191,59027,85694,69206,3169,85694,72375,13319,946.6666666666666,1157.8333333333333,56.166666666666664,1214.0,-267.33333333333337,9.583333333333334,-26.388888888888875,4.222222222222222,-22.166666666666654,31.749999999999986,-0.4791666666666661,,,0.04378583765112262,0.03698041869909212,32.32758469060157,1.1954876173888063,26.107578431369433,27.303066048758236,5.024518641843329,0.688811352019978,22.26760731827361
Upper middle income,2020-03-07,2650801191,63707,86872,70369,3218,86872,73587,13285,988.0,1130.5,59.5,1190.0,-202.0,18.05555555555556,-24.888888888888875,5.472222222222221,-19.416666666666654,37.472222222222214,7.9236111111111125,,,0.04373055023305747,0.037043005801639196,32.77197863609984,1.2139725947482418,26.5463137103291,27.76028630507734,5.011692331022497,0.7333433096970255,24.033111278317666
Upper middle income,2020-03-08,2650801191,67961,87741,71498,3296,87741,74794,12947,1047.3333333333333,1105.1666666666667,66.5,1171.6666666666667,-124.33333333333348,36.305555555555564,-21.555555555555543,5.8055555555555545,-15.74999999999999,52.05555555555556,17.986111111111114,,,0.04406770596571918,0.03756510639267845,33.09980405090289,1.2433976607489763,26.97222267846793,28.21562033921691,4.884183711685981,0.7745637729225789,25.637909108665404
Upper middle income,2020-03-09,2650801191,74234,88407,72610,3362,88407,75972,12435,1000.5,1087.1666666666667,73.5,1160.6666666666667,-160.16666666666674,71.8611111111111,-17.97222222222221,6.805555555555556,-11.166666666666654,83.02777777777776,18.187500000000007,1.1093749999999996,,0.04425314589585637,0.03802866288868528,33.35104884521685,1.2682957935188282,27.391718491196347,28.660014284715174,4.6910345605016746,0.8396846403565329,28.004363455109072
Upper middle income,2020-03-10,2650801191,8759,89398,73670,3433,89398,77103,12295,1083.5,1064.1666666666667,81.33333333333333,1145.5,-62.0,81.52777777777779,-12.027777777777791,8.277777777777779,-3.7500000000000124,85.2777777777778,21.041666666666664,-1.8489583333333357,,0.044524856360971685,0.03840130651692432,33.724898081200536,1.2950801484682146,27.791597593257606,29.086677741725822,4.6382203394747155,0.09797758339112732,3.3042840141080956
Upper middle income,2020-03-11,2650801191,84722,90516,74699,3522,90516,78221,12295,1215.5,1053.6666666666667,87.33333333333333,1141.0,74.5,90.80555555555559,-4.916666666666667,8.888888888888888,3.9722222222222205,86.83333333333337,12.36111111111111,-2.3958333333333375,0.1462673611111115,0.045026271717313764,0.03891024791197136,34.146657360544395,1.328654903263924,28.179782117805757,29.508437021069682,4.6382203394747155,0.9359892173759335,31.960903098900108
Upper middle income,2020-03-12,2650801191,104027,91697,75729,3610,91697,79339,12358,1377.8333333333333,1050.0,97.0,1147.0,230.83333333333326,120.47222222222221,2.0,9.861111111111109,11.861111111111109,108.6111111111111,10.590277777777771,-2.175347222222224,,0.04550095161269993,0.03936879069108041,34.59218303935039,1.3618524136237269,28.568343886789812,29.930196300413538,4.661986738936847,1.1344645953520835,39.24360693408184
Upper middle income,2020-03-13,2650801191,14717,93373,76754,3706,93373,80460,12913,1477.1666666666667,1058.3333333333333,109.16666666666667,1167.5,309.66666666666674,121.30555555555554,11.138888888888877,10.694444444444445,21.83333333333332,99.47222222222223,8.604166666666657,1.6944444444444455,,0.04606015411384539,0.0396902744904844,35.22444471393027,1.3980678794707846,28.95501943359433,30.353087313065117,4.871357400865149,0.1576151564156662,5.551906363241105
Upper middle income,2020-03-14,2650801191,111705,95034,77820,3820,95034,81640,13394,1592.1666666666667,1075.6666666666667,119.83333333333333,1195.5,396.66666666666674,123.88888888888887,19.194444444444418,11.333333333333336,30.527777777777754,93.36111111111111,12.340277777777768,4.019097222222224,,0.04679078882900539,0.040196140328724456,35.85104772197154,1.4410737451641653,29.357162002271032,30.7982357474352,5.052811974536343,1.1754214281204622,42.14008971297463
Upper middle income,2020-03-15,2650801191,126009,96674,78910,3944,96674,82854,13820,1723.3333333333333,1099.1666666666667,132.66666666666666,1231.8333333333335,491.4999999999998,125.22222222222221,28.944444444444457,10.416666666666666,39.36111111111112,85.86111111111109,19.138888888888893,7.685763888888893,2.5928819444444438,0.047601805585729115,0.04079690506237458,36.46972859685877,1.4878520552166148,29.7683584374095,31.256210492626114,5.213518104232661,1.3034424974657095,47.53619412418621
Upper middle income,2020-03-16,2650801191,151024,98261,80020,4088,98261,84108,14153,1811.3333333333333,1131.0,145.5,1276.5,534.8333333333333,169.8333333333333,37.30555555555558,9.944444444444445,47.25000000000002,122.58333333333326,26.666666666666668,8.763888888888896,1.6506076388888895,0.048604175583773244,0.04160348459714434,37.06841551664294,1.5421752539872011,30.1870997612661,31.729275015253304,5.339140501389642,1.5369678712815869,56.97296368839605
Upper middle income,2020-03-17,2650801191,144315,100069,81153,4241,100069,85394,14675,1958.8333333333333,1168.8333333333333,155.33333333333334,1324.1666666666665,634.6666666666667,197.86111111111111,49.97222222222221,8.41666666666667,58.38888888888888,139.47222222222223,39.34722222222223,12.06597222222222,0.07682291666666519,0.04966391081340609,0.04238075727747854,37.75047345676253,1.599893652680949,30.61451770714856,32.21441135982951,5.536062096933017,1.442154913109954,54.442030767896995
Upper middle income,2020-03-18,2650801191,165859,102037,82324,4406,102037,86730,15307,2129.1666666666665,1223.6666666666667,159.5,1383.1666666666667,745.9999999999998,230.55555555555554,64.38888888888887,6.694444444444447,71.08333333333331,159.47222222222223,47.39583333333335,10.621527777777782,-1.3611111111111147,0.050801337484146204,0.043180414947519036,38.49289050662721,1.6621389846055792,31.056270941595482,32.71840992620106,5.774480580426147,1.625478992914335,62.569384895074165
Upper middle income,2020-03-19,2650801191,193136,104241,83540,4579,104241,88119,16122,2496.1666666666665,1282.1666666666667,168.83333333333334,1451.0,1045.1666666666665,282.61111111111114,80.08333333333333,5.472222222222224,85.55555555555556,197.0555555555556,67.40277777777777,7.993055555555554,-3.9505208333333326,0.05196382165026839,0.04392705365451214,39.3243372433659,1.7274022720174642,31.515000175658212,33.24240244767568,6.081934795690229,1.8527834537274201,72.8594813733053
Upper middle income,2020-03-20,2650801191,236158,106787,84833,4752,106787,89585,17202,2779.3333333333335,1375.5,170.33333333333334,1545.8333333333333,1233.5000000000002,359.4166666666667,98.25,5.25,103.5,255.91666666666669,69.1527777777778,3.3194444444444375,-4.579427083333335,0.053044594519171734,0.04449979866463146,40.284801577184744,1.7926655594293492,32.00277723128577,33.79544279071512,6.4893587864696265,2.2114864168859505,89.08929149488978
Upper middle income,2020-03-21,2650801191,228067,109449,86252,4901,109449,91153,18296,3106.6666666666665,1485.5,172.83333333333334,1658.3333333333333,1448.3333333333333,467.47222222222223,120.08333333333333,6.527777777777776,126.6111111111111,340.86111111111114,71.31944444444444,-3.7361111111111107,-6.147569444444446,0.053766743826314,0.0447788467688147,41.28902626556878,1.8488749803794697,32.53808708583759,34.38696206621706,6.902064199351719,2.0837741779276193,86.03700676396745
Upper middle income,2020-03-22,2650801191,256909,113238,87713,5101,113238,92814,20424,3507.0,1611.5,178.33333333333334,1789.8333333333333,1717.1666666666667,507.16666666666674,151.36111111111111,6.305555555555553,157.66666666666666,349.5000000000001,60.6736111111111,-7.696180555555557,-5.334201388888886,0.05495938112784709,0.04504671576679207,42.71840543321983,1.9243238675608396,33.089241206697494,35.01356507425834,7.704840358961496,2.2687525389003693,96.91749078439281
Upper middle income,2020-03-23,2650801191,274946,116745,89406,5263,116745,94669,22076,4115.333333333333,1758.3333333333333,186.83333333333334,1945.1666666666665,2170.1666666666665,567.8888888888889,181.22222222222226,8.333333333333334,189.5555555555556,378.3333333333333,52.45833333333333,-16.597222222222232,,0.05559370015527786,0.04508115979271061,44.04140166994515,1.9854374661777492,33.727916036687795,35.713353502865544,8.328048167079611,2.355098719431239,103.72184867484467
Upper middle income,2020-03-24,2650801191,308878,120677,91237,5443,120677,96680,23997,4934.0,1944.1666666666667,198.66666666666666,2142.8333333333335,2791.1666666666665,602.1111111111111,213.80555555555557,9.944444444444443,223.75,378.3611111111111,38.36805555555557,-18.017361111111104,,0.05629913115432354,0.04510387232032616,45.52472679193089,2.053341464640982,34.41865059883323,36.47199206347422,9.052734728456668,2.5595432435343937,116.52250687403588
Upper middle income,2020-03-25,2650801191,315899,125283,93209,5649,125283,98858,26425,5539.166666666667,2190.3333333333335,206.66666666666666,2397.0,3142.166666666667,677.3055555555555,245.6388888888889,12.527777777777777,258.1666666666667,419.13888888888886,4.9305555555555145,-23.190972222222232,,0.057142568128022014,0.045089916429204284,47.26231466371784,2.131053818437793,35.16257662644154,37.293630444879334,9.968684218838499,2.521483361669181,119.17114005853787
Upper middle income,2020-03-26,2650801191,358738,131479,95383,5873,131479,101256,30223,6186.666666666667,2462.8333333333335,220.33333333333334,2683.166666666667,3503.5,660.638888888889,282.08333333333337,14.583333333333329,296.6666666666667,363.97222222222234,-11.395833333333314,-19.20312500000001,,0.058001501145611124,0.04466873036758722,49.599721188596675,2.2155565720809274,35.98270603010303,38.19826260218396,11.401458586412714,2.72848135443683,135.3319144483514
Upper middle income,2020-03-27,2650801191,416309,139053,97917,6093,139053,104010,35043,6719.333333333333,2768.3333333333335,232.5,3000.8333333333335,3718.4999999999995,587.611111111111,310.52777777777777,18.972222222222225,329.5,258.111111111111,-40.3055555555556,-15.116319444444429,,0.058580905682145946,0.043817824858147614,52.456970546155155,2.2985503479804343,36.93864343069099,39.237193778671426,13.21977676748373,2.9938872228574716,157.05025386794463
Upper middle income,2020-03-28,2650801191,461162,146473,100855,6341,146473,107196,39277,7570.833333333333,3085.3333333333335,253.5,3338.8333333333335,4232.0,556.5277777777778,331.72222222222223,21.13888888888889,352.86111111111114,203.66666666666669,-38.44444444444447,,,0.0591533266166648,0.04329125504359165,55.256124260583974,2.3921069680853333,38.04698758338532,40.439094551470646,14.81702970911333,3.1484437404845944,173.97079855167456
Upper middle income,2020-03-29,2650801191,476214,153865,104183,6585,153865,110768,43097,8079.166666666667,3450.8333333333335,274.3333333333333,3725.166666666667,4354.0,516.0833333333331,346.1111111111111,25.08333333333333,371.1944444444444,144.88888888888874,-55.5347222222222,,,0.0594485772064134,0.04279725733597634,58.04471513080741,2.4841546104466046,39.302457066083306,41.786611676529915,16.258103454277496,3.0950118610470216,179.64908180094446
