country,income_group,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Malawi,Low income,2020-02-29,-13.254307999999998,34.301525,19152062,389,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Malaysia,Upper middle income,2020-02-29,2.5,112.5,32622577,11373,,people tested,25,20,0,25,20,5,2.3333333333333335,0.5,,,,1.5277777777777777,0.13888888888888887,,,,0.2569444444444444,,,0.0,0.0,0.7663404396286657,0.0,0.6130723517029326,0.6130723517029326,0.15326808792573315,,
Maldives,Upper middle income,2020-02-29,3.2028,73.2207,552037,10331,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Mali,Low income,2020-02-29,17.570692,-3.996166000000001,20292317,900,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Malta,High income,2020-02-29,35.9375,14.3754,496458,30030,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Mauritania,Lower middle income,2020-02-29,21.0079,10.9408,4662786,1189,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Mauritius,Upper middle income,2020-02-29,-20.2,57.5,1274331,11239,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Mexico,Upper middle income,2020-02-29,23.6345,-102.5528,129654253,9673,1897,people tested,4,0,0,4,0,4,,,,,,,,,,,,,,,0.0,0.03085128260312448,0.0,0.0,0.0,0.03085128260312448,474.25,14.631220774531785
Moldova,Lower middle income,2020-02-29,47.4116,28.3699,2682880,4229,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Monaco,High income,2020-02-29,43.7333,7.4167,39486,185741,,,1,0,0,1,0,1,,,,,,,,,,,,,,,0.0,25.325431798612165,0.0,0.0,0.0,25.325431798612165,,
Mongolia,Lower middle income,2020-02-29,46.8625,103.8467,3270171,4122,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Montenegro,Upper middle income,2020-02-29,42.5,19.3,624177,8846,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Morocco,Lower middle income,2020-02-29,31.7917,-7.0926,36937822,3222,25,people tested,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,Inf,0.6768130508615262
Myanmar,Lower middle income,2020-02-29,21.9162,95.956,54546775,1326,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Namibia,Upper middle income,2020-02-29,-22.9576,18.4904,2534225,5931,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Nepal,Low income,2020-02-29,28.1667,84.25,28590852,1034,,people tested,1,1,0,1,1,0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.03497622246444422,0.0,0.03497622246444422,0.03497622246444422,0.0,,
Netherlands,High income,2020-02-29,21.40834,-53.00556,17383205,53022,,,6,0,0,6,0,6,,,,,,,,,,,,,,,0.0,0.3451607456737696,0.0,0.0,0.0,0.3451607456737696,,
New Zealand,High income,2020-02-29,-40.9006,174.886,4964681,42331,,,1,0,0,1,0,1,,,,,,,,,,,,,,,0.0,0.20142281044844573,0.0,0.0,0.0,0.20142281044844573,,
Nicaragua,Lower middle income,2020-02-29,12.8654,-85.2072,6642666,2021,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Niger,Low income,2020-02-29,17.6078,8.0817,24213446,414,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Nigeria,Lower middle income,2020-02-29,9.082,8.6753,206401478,2028,,,1,0,0,1,0,1,,,,,,,,,,,,,,,0.0,0.004844926546504672,0.0,0.0,0.0,0.004844926546504672,,
North Macedonia,Upper middle income,2020-02-29,41.6086,21.7453,2088377,6084,,,1,0,0,1,0,1,0.0,,,,,,,,,,,,,,0.0,0.4788407457082701,0.0,0.0,0.0,0.4788407457082701,,
Norway,High income,2020-02-29,60.472,8.4689,5411934,81734,970,people tested,15,1,0,15,1,14,5.166666666666667,,,,,,,,,,,,,0.0,0.0,2.7716524259165025,0.0,0.1847768283944335,0.1847768283944335,2.5868755975220687,64.66666666666667,179.2335235426005
Oman,High income,2020-02-29,21.0,57.0,5252599,16415,,,6,1,0,6,1,5,1.3333333333333333,,,,,,,,,,,,,0.0,0.0,1.142291654093526,0.0,0.19038194234892097,0.19038194234892097,0.9519097117446049,,
Pakistan,Lower middle income,2020-02-29,30.3753,69.3451,221843678,1482,,,4,1,0,4,1,3,0.5,,,,,,,,,,,,,0.0,0.0,0.018030714402418085,0.0,0.004507678600604521,0.004507678600604521,0.013523035801813563,,
Panama,High income,2020-02-29,8.538,-80.7821,4328485,15575,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Papua New Guinea,Lower middle income,2020-02-29,-6.315,143.9555,8983928,2730,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Paraguay,Upper middle income,2020-02-29,-23.4425,-58.4438,7165956,5822,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Peru,Upper middle income,2020-02-29,-9.19,-75.0152,32670922,6941,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Philippines,Lower middle income,2020-02-29,13.0,122.0,110425890,3103,,,3,2,1,3,3,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.3333333333333333,0.3333333333333333,0.02716754195958937,0.009055847319863123,0.018111694639726245,0.02716754195958937,0.0,,
Poland,High income,2020-02-29,51.9194,19.1451,37943338,15422,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Portugal,High income,2020-02-29,39.3999,-8.2245,10283147,23403,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
