Country,Region,Income Group,Date,Latitude,Longitude,Estimated Population,Gdp Per Capita,Total Tests,Test Kind,Confirmed,Recovered,Deaths,Infected,Closed,Active,Diff Confirmed,Diff Infected,Diff Recovered,Diff Deaths,Diff Closed,Diff Active,Diff2 Infected,Diff2 Recovered,Diff2 Deaths,Diff2 Closed,Diff2 Active,Diff3 Infected,Diff4 Infected,Diff5 Infected,μ closed,μ infected,Infected Per 1Mi,Deaths Per 1Mi,Recovered Per 1Mi,Closed Per 1Mi,Active Per 1Mi,Tests Per Confirmed,Tests Per 1Mi
Bhutan,South Asia,Lower middle income,2020-05-17,27.51,90.43,773424,718,,,21,11,0,21,11,10,0.857,0.857,1.0,,,,-0.4,0.0571,,,,,,,0.0,0.0,27.15,0.0,14.22,14.22,12.93,,
Bolivia,Latin America & Caribbean,Lower middle income,2020-05-17,-16.2902,-63.5887,11704384,3552,16404,units unclear,4088,2137,169,4088,2306,1782,253.0,253.0,142.0,8.14,150.14,102.86,13.43,7.43,0.429,7.86,5.57,2.47,0.259,,0.0733,0.0413,349.27,14.44,182.58,197.02,152.25,4.01,1401.53
Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2020-05-17,43.92,17.68,3278863,6073,,,2290,1804,133,2290,1937,353,22.43,22.43,30.14,2.29,32.43,-10.0,-1.0571,-0.6286,-0.3714,-1.0,-0.0571,,,,0.0687,0.0581,698.41,40.56,550.19,590.75,107.66,,
Botswana,Sub-Saharan Africa,Upper middle income,2020-05-17,-22.3285,24.68,2345019,7961,,,25,21,1,25,22,3,0.143,0.143,0.143,0.0,0.143,0.0,0.114,0.0286,,,,,,,0.0455,0.04,10.66,0.426,8.96,9.38,1.28,,
Brazil,Latin America & Caribbean,Upper middle income,2020-05-17,-14.235,-51.9253,213153845,8717,132467,samples tested,241080,128353,16118,241080,144471,96609,14491.71,14491.71,7776.57,802.71,8579.29,5912.43,920.51,437.69,31.17,468.86,451.66,12.46,-34.3463,,0.112,0.0669,1131.01,75.62,602.16,677.78,453.24,0.549,621.46
Brunei,East Asia & Pacific,High income,2020-05-17,4.54,114.73,439319,31087,,,141,138,1,141,139,2,0.0,0.0,0.286,0.0,0.286,-0.2857,,-0.0286,,,,,,,0.0072,0.0071,320.95,2.28,314.12,316.4,4.55,,
Bulgaria,Europe & Central Asia,Upper middle income,2020-05-17,42.73,25.49,6917975,9738,65574,samples tested,2211,1653,108,2211,1761,450,31.86,31.86,38.14,2.86,41.0,-9.1429,-0.3429,-0.9143,0.171,-0.7429,0.4,,,,0.0613,0.0488,319.6,15.61,238.94,254.55,65.05,29.66,9478.79
Burkina Faso,Sub-Saharan Africa,Low income,2020-05-17,12.24,-1.5616,20929220,775,,,796,655,51,796,706,90,5.14,5.14,7.71,0.143,7.86,-2.7143,-0.3143,-0.2286,-0.0286,-0.2571,-0.0571,,,,0.0722,0.0641,38.03,2.44,31.3,33.73,4.3,,
Burundi,Sub-Saharan Africa,Low income,2020-05-17,-3.3731,29.92,11895511,261,,,23,12,1,23,13,10,3.86,3.86,0.857,0.0,0.857,3.0,0.543,0.257,,,,,,,0.0769,0.0435,1.93,0.0841,1.01,1.09,0.841,,
Cabo Verde,Sub-Saharan Africa,Lower middle income,2020-05-17,16.54,-23.0418,557226,3604,,,328,215,3,328,218,110,8.57,8.57,10.43,0.143,10.57,-2.0,-1.3143,-0.1714,0.0,-0.1714,-1.1429,,,,0.0138,0.0091,588.63,5.38,385.84,391.22,197.41,,
Cambodia,East Asia & Pacific,Lower middle income,2020-05-17,11.55,104.92,16753140,1643,,,122,121,0,122,121,1,0.0,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,7.28,0.0,7.22,7.22,0.0597,,
Cameroon,Sub-Saharan Africa,Lower middle income,2020-05-17,3.85,11.5,26582589,1498,,,3105,2180,140,3105,2320,785,133.29,133.29,82.29,1.43,83.71,49.57,21.97,4.49,-0.2,4.29,17.69,4.53,-0.2137,,0.0603,0.0451,116.81,5.27,82.01,87.28,29.53,,
Central African Republic,Sub-Saharan Africa,Low income,2020-05-17,6.61,20.94,4811839,468,,,327,134,0,327,134,193,39.29,39.29,14.14,,,,-0.1714,1.89,,,,-0.6857,,,0.0,0.0,67.96,0.0,27.85,27.85,40.11,,
Chad,Sub-Saharan Africa,Low income,2020-05-17,15.45,18.73,16498674,710,,,503,204,53,503,257,246,27.57,27.57,18.29,2.14,20.43,7.14,0.0571,1.0,-0.3429,0.657,-0.6,-0.3314,,,0.206,0.105,30.49,3.21,12.36,15.58,14.91,,
Chile,Latin America & Caribbean,High income,2020-05-17,-35.6751,-71.543,19163975,14896,363496,samples tested,43781,26008,450,43781,26458,17323,2748.0,2748.0,1479.57,28.29,1507.86,1240.14,211.43,98.43,2.8,101.23,110.2,11.79,-0.0389,-1.5749,0.017,0.0103,2284.55,23.48,1357.13,1380.61,903.94,8.3,18967.67
China,East Asia & Pacific,Upper middle income,2020-05-17,32.83,111.65,1405211337,10262,,,84054,79266,4638,84054,83904,150,5.57,5.57,14.14,0.143,14.29,-8.7143,-0.0286,-0.8571,0.0,-0.8571,0.829,,,,0.0553,0.0552,59.82,3.3,56.41,59.71,0.107,,
Colombia,Latin America & Caribbean,Upper middle income,2020-05-17,4.57,-74.2973,50977205,6432,196417,samples tested,15574,9423,574,15574,9997,5577,679.57,679.57,472.57,17.29,489.86,189.71,11.54,17.06,0.714,17.77,-6.2286,2.45,,,0.0574,0.0369,305.51,11.26,184.85,196.11,109.4,12.61,3853.04
Comoros,Sub-Saharan Africa,Lower middle income,2020-05-17,-11.6455,43.33,871295,1394,,,11,6,1,11,7,4,3.29,3.29,0.429,0.0,0.429,2.86,,0.114,,,,,,,0.143,0.0909,12.62,1.15,6.89,8.03,4.59,,
Congo-Brazzaville,Sub-Saharan Africa,Lower middle income,2020-05-17,-4.0383,21.76,5536372,2011,,,391,267,15,391,282,109,12.43,12.43,10.29,0.571,10.86,1.57,-1.1143,0.286,-0.1143,0.171,-1.2857,,,,0.0532,0.0384,70.62,2.71,48.23,50.94,19.69,,
Congo-Kinshasa,Sub-Saharan Africa,Low income,2020-05-17,-4.0383,21.76,89627408,545,,,1455,841,61,1455,902,553,80.29,80.29,47.71,1.57,49.29,31.0,5.23,2.86,-0.2,2.66,2.57,0.0629,,,0.0676,0.0419,16.23,0.681,9.38,10.06,6.17,,
Costa Rica,Latin America & Caribbean,Upper middle income,2020-05-17,9.75,-83.7534,5112279,12238,14272,people tested,863,753,10,863,763,100,11.71,11.71,8.57,0.286,8.86,2.86,-0.0857,0.229,-0.0571,0.171,-0.2571,-0.1371,,,0.0131,0.0116,168.81,1.96,147.29,149.25,19.56,16.54,2791.71
Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,2020-05-17,7.54,-5.5471,26328075,2286,,,2109,1548,27,2109,1575,534,45.57,45.57,46.86,0.714,47.57,-2.0,-2.4286,0.257,-0.0286,0.229,-2.6571,,,,0.0171,0.0128,80.1,1.03,58.8,59.82,20.28,,
Croatia,Europe & Central Asia,High income,2020-05-17,45.1,15.2,4047431,14853,53877,people tested,2226,2002,95,2226,2097,129,3.0,3.0,12.57,0.286,12.86,-9.8571,-0.5143,-0.8571,-0.0286,-0.8857,0.371,,,,0.0453,0.0427,549.98,23.47,494.63,518.11,31.87,24.2,13311.41
Cuba,Latin America & Caribbean,Upper middle income,2020-05-17,22.0,-80.0,11344487,2747,83868,samples tested,1872,1543,79,1872,1622,250,12.86,12.86,23.43,0.0,23.43,-10.5714,-0.8571,-1.0571,0.0,-1.0571,0.2,,,,0.0487,0.0422,165.01,6.96,136.01,142.98,22.04,44.8,7392.84
Cyprus,Europe & Central Asia,High income,2020-05-17,35.13,33.43,1213780,27858,,,916,843,17,916,860,56,2.43,2.43,5.29,0.0,5.29,-2.8571,-0.0286,-0.3143,-0.0286,-0.3429,0.314,,,,0.0198,0.0186,754.67,14.01,694.52,708.53,46.14,,
Czech Republic,Europe & Central Asia,High income,2020-05-17,49.82,15.47,10691991,23102,356967,samples tested,8475,7532,298,8475,7830,645,64.57,64.57,60.71,2.0,62.71,1.86,1.57,-0.4286,-0.0286,-0.4571,2.03,-0.2971,-0.0949,,0.0381,0.0352,792.65,27.87,704.45,732.32,60.33,42.12,33386.39
Denmark,Europe & Central Asia,High income,2020-05-17,63.29,-13.3381,5844918,59822,458264,samples tested,11125,9390,547,11125,9937,1188,64.29,64.29,109.29,3.0,112.29,-48.0,-1.6857,-4.7714,0.171,-4.6,2.91,,,,0.055,0.0492,1903.36,93.59,1606.52,1700.11,203.25,41.19,78403.84
Diamond Princess,,,2020-05-17,0.0,0.0,,,,,712,699,13,712,712,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0183,0.0183,,,,,,,
Djibouti,Middle East & North Africa,Lower middle income,2020-05-17,11.83,42.59,989318,3409,,,1401,1123,4,1401,1127,274,80.0,80.0,24.57,0.857,25.43,54.57,22.0,3.29,0.143,3.43,18.57,1.69,-1.2846,-0.3842,0.0035,0.0029,1416.13,4.04,1135.13,1139.17,276.96,,
Dominica,Latin America & Caribbean,Upper middle income,2020-05-17,15.42,-61.371,71923,8300,,,16,16,0,16,16,0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,222.46,0.0,222.46,222.46,0.0,,
Dominican Republic,Latin America & Caribbean,Upper middle income,2020-05-17,18.74,-70.1627,10873861,8282,,,12314,8714,428,12314,9142,3172,325.86,325.86,289.0,5.29,294.29,31.57,8.09,2.23,-0.2286,2.0,6.09,0.377,,,0.0468,0.0348,1132.44,39.36,801.37,840.73,291.71,,
Ecuador,Latin America & Caribbean,Upper middle income,2020-05-17,-1.8312,-78.1834,17663952,6184,51395,units unclear,33182,24460,2736,33182,27196,5986,624.0,624.0,429.43,79.14,508.57,115.43,21.09,11.69,-4.2,7.49,13.6,-21.0629,,,0.101,0.0825,1878.52,154.89,1384.74,1539.63,338.88,1.55,2909.6
Egypt,Middle East & North Africa,Lower middle income,2020-05-17,26.0,30.0,102401930,3020,,,12229,7566,630,12229,8196,4033,542.57,542.57,340.86,17.71,358.57,184.0,49.4,12.63,0.286,12.91,36.49,6.3,,,0.0769,0.0515,119.42,6.15,73.89,80.04,39.38,,
El Salvador,Latin America & Caribbean,Lower middle income,2020-05-17,13.79,-88.8965,6484784,4187,57883,samples tested,1338,738,30,1338,768,570,76.29,76.29,48.0,1.57,49.57,26.71,1.89,2.23,-0.1429,2.09,-0.2,-0.0343,,,0.0391,0.0224,206.33,4.63,113.8,118.43,87.9,43.26,8925.97
Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2020-05-17,1.5,10.0,1414679,8132,,,594,399,7,594,406,188,52.57,52.57,22.29,0.143,22.43,30.14,6.03,2.06,0.0286,2.09,3.94,-1.4971,-0.4583,,0.0172,0.0118,419.88,4.95,282.04,286.99,132.89,,
Eritrea,Sub-Saharan Africa,Low income,2020-05-17,15.18,39.78,3271641,308,,,39,38,0,39,38,1,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,11.92,0.0,11.61,11.61,0.306,,
Estonia,Europe & Central Asia,High income,2020-05-17,58.6,25.01,1322985,23660,70170,samples tested,1774,1618,63,1774,1681,93,6.14,6.14,8.71,0.429,9.14,-3.0,0.171,-0.2571,-0.0571,-0.3143,0.486,-0.0171,,,0.0375,0.0355,1340.91,47.62,1222.99,1270.61,70.3,39.55,53039.15
Eswatini,Sub-Saharan Africa,Lower middle income,2020-05-17,-26.5225,31.47,1156178,3837,,,203,138,2,203,140,63,4.29,4.29,5.71,0.0,5.71,-1.4286,0.114,-0.1429,,,,,,,0.0143,0.0099,175.58,1.73,119.36,121.09,54.49,,
Ethiopia,Sub-Saharan Africa,Low income,2020-05-17,9.14,40.49,115225778,858,,samples tested,317,199,5,317,204,113,18.0,18.0,10.43,0.0,10.43,7.57,1.94,0.486,,,,0.789,,,0.0245,0.0158,2.75,0.0434,1.73,1.77,0.981,,
Fiji,East Asia & Pacific,Upper middle income,2020-05-17,-17.7134,178.06,894315,6220,,,18,18,0,18,18,0,0.0,0.0,0.143,,,,,-0.0286,,,,,,,0.0,0.0,20.13,0.0,20.13,20.13,0.0,,
Finland,Europe & Central Asia,High income,2020-05-17,64.0,26.0,5539046,48686,153368,samples tested,6347,5156,298,6347,5454,893,55.57,55.57,78.57,2.86,81.43,-25.8571,-2.1714,-2.1429,-0.5143,-2.6571,0.486,,,,0.0546,0.047,1145.87,53.8,930.85,984.65,161.22,24.16,27688.52
France,Europe & Central Asia,High income,2020-05-17,8.31,5.43,67400097,40494,831174,samples tested,179693,140828,28111,179693,168939,10754,502.29,502.29,929.29,151.14,1080.43,-578.1429,3.57,-41.1429,-27.6571,-68.8,72.37,,,,0.166,0.156,2666.06,417.08,2089.43,2506.51,159.55,4.63,12331.94
Gabon,Sub-Saharan Africa,Upper middle income,2020-05-17,-0.8037,11.61,2238772,7667,,,1320,663,11,1320,674,646,80.43,80.43,59.14,0.429,59.57,20.86,-4.0,2.63,-0.0286,2.6,-6.6,-0.3657,,,0.0163,0.0083,589.61,4.91,296.14,301.06,288.55,,
Gambia,Sub-Saharan Africa,Low income,2020-05-17,13.44,-15.3101,2420166,751,,,23,17,1,23,18,5,0.143,0.143,0.429,0.0,0.429,-0.2857,-0.0286,-0.0286,,,,,,,0.0556,0.0435,9.5,0.413,7.02,7.44,2.07,,
Georgia,Europe & Central Asia,Upper middle income,2020-05-17,42.32,43.36,3702495,4769,,,695,574,12,695,586,109,9.43,9.43,9.43,0.143,9.57,-0.1429,-0.2286,-0.0571,-0.0571,-0.1143,-0.1143,-0.2457,,,0.0205,0.0173,187.71,3.24,155.03,158.27,29.44,,
Germany,Europe & Central Asia,High income,2020-05-17,51.0,9.0,83181573,46259,3609973,samples tested,176369,157218,7962,176369,165180,11189,625.0,625.0,1025.71,40.43,1066.14,-441.1429,-0.3714,-42.4286,-1.7714,-44.2,43.83,,,,0.0482,0.0451,2120.29,95.72,1890.06,1985.78,134.51,20.47,43398.71
Ghana,Sub-Saharan Africa,Lower middle income,2020-05-17,7.95,-1.0232,31156750,2202,179586,people tested,5735,3710,29,5735,3739,1996,123.0,123.0,197.29,1.0,198.29,-75.2857,-17.8286,-5.1143,-0.1143,-5.2286,-12.6,,,,0.0078,0.0051,184.07,0.931,119.08,120.01,64.06,31.31,5763.95
Greece,Europe & Central Asia,High income,2020-05-17,39.07,21.82,10711633,19583,,samples tested,2834,2467,163,2834,2630,204,12.86,12.86,16.43,1.57,18.0,-5.1429,-1.5429,-0.2857,-0.0857,-0.3714,-1.1714,-0.32,,,0.062,0.0575,264.57,15.22,230.31,245.53,19.04,,
Grenada,Latin America & Caribbean,Upper middle income,2020-05-17,12.12,-61.679,112508,10966,,,22,20,0,22,20,2,0.143,0.143,0.143,,,,-0.0286,0.0,,,,,,,0.0,0.0,195.54,0.0,177.77,177.77,17.78,,
Guatemala,Latin America & Caribbean,Upper middle income,2020-05-17,15.78,-90.2308,16921203,4620,,,1763,976,33,1763,1009,754,131.86,131.86,69.14,2.29,71.43,60.43,11.11,4.91,0.4,5.31,5.8,2.74,,,0.0327,0.0187,104.19,1.95,57.68,59.63,44.56,,
Guinea,Sub-Saharan Africa,Low income,2020-05-17,9.95,-9.6966,13069150,1064,,,2658,1868,16,2658,1884,774,69.86,69.86,72.29,0.571,72.86,-3.0,2.34,0.8,-0.0286,0.771,1.57,0.189,,,0.0085,0.006,203.38,1.22,142.93,144.16,59.22,,
Guinea-Bissau,Sub-Saharan Africa,Low income,2020-05-17,11.8,-15.1804,1968970,698,,,990,570,4,990,574,416,36.14,36.14,38.0,0.429,38.43,-2.2857,-1.8,-0.4571,0.0571,-0.4,-1.4,,,,0.007,0.004,502.8,2.03,289.49,291.52,211.28,,
Guyana,Latin America & Caribbean,Upper middle income,2020-05-17,5.0,-58.75,784711,5468,,,117,85,10,117,95,22,1.71,1.71,2.29,0.0,2.29,-0.5714,-0.0571,-0.0286,,,,,,,0.105,0.0855,149.1,12.74,108.32,121.06,28.04,,
Haiti,Latin America & Caribbean,Low income,2020-05-17,18.97,-72.2852,11433736,755,,,456,155,20,456,175,281,51.71,51.71,19.57,0.571,20.14,31.57,6.51,2.97,0.0,2.97,3.54,-0.5429,-0.2629,,0.114,0.0439,39.88,1.75,13.56,15.31,24.58,,
Holy See,,,2020-05-17,41.9,12.45,,,,,12,11,0,12,11,1,0.0,0.0,0.0,,,,,-0.0286,,,,,,,0.0,0.0,,,,,,,
Honduras,Latin America & Caribbean,Lower middle income,2020-05-17,15.2,-86.2419,9950157,2575,,,2646,1508,142,2646,1650,996,100.0,100.0,88.29,3.43,91.71,8.29,9.8,1.86,-0.0286,1.83,7.97,1.07,,,0.0861,0.0537,265.93,14.27,151.56,165.83,100.1,,
Hungary,Europe & Central Asia,High income,2020-05-17,47.16,19.5,9747272,16476,135137,samples tested,3509,2545,451,3509,2996,513,36.71,36.71,40.86,5.71,46.57,-9.8571,0.429,-0.9714,-0.1143,-1.0857,1.51,-0.1371,,,0.151,0.129,360.0,46.27,261.1,307.37,52.63,38.51,13864.08
Iceland,Europe & Central Asia,High income,2020-05-17,64.96,-19.0208,366111,66945,56841,samples tested,1802,1766,10,1802,1776,26,0.143,0.143,2.57,0.0,2.57,-2.4286,0.0,-0.2286,,,,,,,0.0056,0.0055,4922.0,27.31,4823.67,4850.99,71.02,31.54,155256.19
India,South Asia,Lower middle income,2020-05-17,21.0,78.0,1385037543,2104,2227642,samples tested,95698,55779,3025,95698,58804,36894,4853.29,4853.29,3090.43,126.14,3216.57,1636.71,299.23,130.86,4.57,135.43,163.8,23.53,-5.92,-3.7518,0.0514,0.0316,69.09,2.18,40.27,42.46,26.64,23.28,1608.36
Indonesia,East Asia & Pacific,Upper middle income,2020-05-17,-0.7893,113.92,274158671,4136,140479,people tested,17514,11629,1148,17514,12777,4737,535.86,535.86,390.14,30.57,420.71,115.14,23.37,9.74,2.14,11.89,11.49,2.82,-0.3851,,0.0898,0.0655,63.88,4.19,42.42,46.6,17.28,8.02,512.4
Iran,Middle East & North Africa,Upper middle income,2020-05-17,32.0,53.0,83940798,1670,686935,samples tested,120198,95892,6988,120198,102880,17318,2032.0,2032.0,1498.86,57.14,1556.0,476.0,69.2,38.94,1.43,40.37,28.83,-4.4057,-4.1589,,0.0679,0.0581,1431.94,83.25,1142.38,1225.63,206.31,5.72,8183.57
Iraq,,,2020-05-17,33.0,44.0,40388955,,,,3404,2436,123,3404,2559,845,98.86,98.86,72.0,2.71,74.71,24.14,3.83,2.11,0.457,2.57,1.26,1.54,0.35,0.0434,0.0481,0.0361,84.28,3.05,60.31,63.36,20.92,,
Ireland,Europe & Central Asia,High income,2020-05-17,53.14,-7.6921,5009870,78661,288637,samples tested,24112,19818,1543,24112,21361,2751,130.57,130.57,253.86,10.57,264.43,-133.8571,-16.1714,-12.6857,-0.3143,-13.0,-3.1714,,,,0.0722,0.064,4812.9,307.99,3955.79,4263.78,549.12,11.97,57613.67
Israel,Middle East & North Africa,High income,2020-05-17,31.0,35.0,9228573,43641,505519,samples tested,16617,15520,272,16617,15792,825,17.0,17.0,80.43,2.14,82.57,-65.5714,-1.1143,-6.3143,-0.2,-6.5143,5.4,,,,0.0172,0.0164,1800.6,29.47,1681.73,1711.21,89.4,30.42,54777.59
Italy,Europe & Central Asia,High income,2020-05-17,43.0,12.0,60479368,33190,1933272,people tested,225435,178168,31908,225435,210076,15359,751.43,751.43,1286.86,174.86,1461.71,-710.2857,-45.4857,-56.3143,-9.7714,-66.0857,20.6,,,,0.152,0.142,3727.47,527.58,2945.93,3473.52,253.95,8.58,31965.81
Jamaica,Latin America & Caribbean,Upper middle income,2020-05-17,18.11,-77.2975,2964600,5582,,,520,433,9,520,442,78,2.86,2.86,7.43,0.0,7.43,-4.5714,0.429,-0.4571,,,,,,,0.0204,0.0173,175.4,3.04,146.06,149.09,26.31,,
Japan,East Asia & Pacific,High income,2020-05-17,36.0,138.0,126234579,40247,244452,people tested,16285,13906,744,16285,14650,1635,45.43,45.43,146.57,12.86,159.43,-114.0,-5.6571,-9.2286,-1.0571,-10.2857,4.63,,,,0.0508,0.0457,129.01,5.89,110.16,116.05,12.95,15.01,1936.49
Jordan,Middle East & North Africa,Upper middle income,2020-05-17,31.24,36.51,10469259,4330,,,613,507,9,613,516,97,12.86,12.86,9.29,0.0,9.29,3.57,0.886,0.2,,,,,,,0.0174,0.0147,58.55,0.86,48.43,49.29,9.27,,
Kazakhstan,Europe & Central Asia,Upper middle income,2020-05-17,48.02,66.92,18727834,9731,527440,samples tested,6157,4393,34,6157,4427,1730,221.71,221.71,156.71,0.429,157.14,64.57,33.23,5.17,-0.0571,5.11,28.11,2.42,,,0.0077,0.0055,328.76,1.82,234.57,236.39,92.38,85.67,28163.43
Kenya,Sub-Saharan Africa,Lower middle income,2020-05-17,-0.0236,37.91,53969028,1817,43712,units unclear,887,542,50,887,592,295,41.71,41.71,22.86,1.43,24.29,17.43,4.71,1.69,-0.3714,1.31,3.4,-0.1029,,,0.0845,0.0564,16.44,0.926,10.04,10.97,5.47,49.28,809.95
Kosovo,Europe & Central Asia,Upper middle income,2020-05-17,42.6,20.9,1799351,4418,,,955,799,29,955,828,127,10.0,10.0,12.29,0.0,12.29,-2.2857,-0.7143,-0.2,-0.0286,-0.2286,-0.4857,,,,0.035,0.0304,530.75,16.12,444.05,460.17,70.58,,
