country,income_group,date,latitude,longitude,estimated_population,gdp_per_capita,total_tests,test_kind,confirmed,recovered,deaths,infected,closed,active,diff_infected,diff_recovered,diff_deaths,diff_closed,diff_active,diff2_infected,diff2_recovered,diff2_deaths,diff2_closed,diff2_active,diff3_infected,diff4_infected,diff5_infected,μ_closed,μ_infected,infected_per_1mi,deaths_per_1mi,recovered_per_1mi,closed_per_1mi,active_per_1mi,tests_per_confirmed,tests_per_1mi
Belgium,High income,2020-03-09,50.8333,4.0,11572730,47472,4494,units unclear,239,47,0,239,47,192,34.166666666666664,15.333333333333334,,,,11.694444444444443,3.1666666666666665,,,,3.0694444444444446,0.38020833333333354,-0.11197916666666666,0.0,0.0,20.65199827525571,0.0,4.061271627351541,4.061271627351541,16.59072664790417,18.803347280334727,388.3266956025069
Belize,Upper middle income,2020-03-09,13.1939,-59.5432,402155,4885,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Benin,Low income,2020-03-09,9.3077,2.3158,12160701,1241,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bhutan,Lower middle income,2020-03-09,27.5142,90.4336,775132,3243,,,1,0,0,1,0,1,0.0,,,,,,,,,,,,,,0.0,1.2901028469989628,0.0,0.0,0.0,1.2901028469989628,,
Bolivia,Lower middle income,2020-03-09,-16.2902,-63.5887,11736772,3549,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Bosnia and Herzegovina,Upper middle income,2020-03-09,43.9159,17.6791,3279568,6066,,,3,1,0,3,1,2,1.5,,,,,,,,,,,,,0.0,0.0,0.914754626219063,0.0,0.30491820873968767,0.30491820873968767,0.6098364174793753,,
Botswana,Upper middle income,2020-03-09,-22.3285,24.6849,2334686,8259,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Brazil,Upper middle income,2020-03-09,-14.235,-51.9253,213724406,9001,,,25,5,0,25,5,20,6.5,1.8333333333333333,,,,3.1666666666666665,0.8333333333333334,,,,0.8472222222222222,0.234375,0.14496527777777773,0.0,0.0,0.11697307045036308,0.0,0.023394614090072614,0.023394614090072614,0.09357845636029045,,
Brunei,High income,2020-03-09,4.5353,114.7277,441178,31628,,,1,0,0,1,0,1,,,,,,,,,,,,,,,0.0,2.2666588089161293,0.0,0.0,0.0,2.2666588089161293,,
Bulgaria,Upper middle income,2020-03-09,42.7339,25.4858,6908148,9272,,,4,0,0,4,0,4,,,,,,,,,,,,,,,0.0,0.5790263902857901,0.0,0.0,0.0,0.5790263902857901,,
Burkina Faso,Low income,2020-03-09,12.2383,-1.5616,20953200,715,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Burundi,Low income,2020-03-09,-3.3731,29.9189,11893778,272,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Cabo Verde,Lower middle income,2020-03-09,16.5388,-23.0418,558398,3635,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Cambodia,Lower middle income,2020-03-09,11.55,104.9167,16782527,1510,,,2,1,0,2,1,1,0.3333333333333333,0.0,,,,0.11111111111111112,,,,,,,,0.0,0.0,0.11917156456831561,0.0,0.059585782284157805,0.059585782284157805,0.059585782284157805,,
Cameroon,Lower middle income,2020-03-09,3.848,11.5021,26614607,1534,,,2,0,0,2,0,2,0.16666666666666666,,,,,,,,,,,,,,0.0,0.07514670421396792,0.0,0.0,0.0,0.07514670421396792,,
Central African Republic,Low income,2020-03-09,6.6111,20.9394,4796900,476,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Chad,Low income,2020-03-09,15.4542,18.7322,16575069,728,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Chile,High income,2020-03-09,-35.6751,-71.543,19148883,15923,,,8,2,0,8,2,6,3.1666666666666665,0.6666666666666666,,,,1.638888888888889,,,,,,,,0.0,0.0,0.4177789378106284,0.0,0.1044447344526571,0.1044447344526571,0.3133342033579713,,
China,Upper middle income,2020-03-09,32.82838484848485,111.64908181818183,1407987086,9771,,,80860,70535,3123,80860,73658,7202,40.333333333333336,670.5,21.333333333333332,691.8333333333334,-651.5,-12.666666666666666,-58.38888888888888,-2.6666666666666665,-61.05555555555554,48.38888888888888,,,,0.042398653235222246,0.03862231016571853,57.429504008959356,2.2180601164974036,50.09634015918808,52.314400275685486,5.115103733273872,,
Colombia,Upper middle income,2020-03-09,4.5709,-74.2973,50907732,6668,851,samples tested,1,0,0,1,0,1,1.3333333333333333,,,,,,,,,,,,,,0.0,0.019643381480832812,0.0,0.0,0.0,0.019643381480832812,851.0,16.716517640188723
Comoros,Lower middle income,2020-03-09,-11.6455,43.3333,872888,1415,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Congo-Brazzaville,Lower middle income,2020-03-09,-4.0383,21.7587,5554412,2148,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Congo-Kinshasa,Low income,2020-03-09,-4.0383,21.7587,89656528,562,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Costa Rica,Upper middle income,2020-03-09,9.7489,-83.7534,5130266,12027,,,9,1,0,9,1,8,3.5,,,,,,,,,,,,,0.0,0.0,1.75429500146776,0.0,0.19492166682975112,0.19492166682975112,1.559373334638009,,
Cote d'Ivoire,Lower middle income,2020-03-09,7.54,-5.5471,26269866,1716,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Croatia,High income,2020-03-09,45.1,15.2,4047622,14915,344,people tested,12,6,0,12,6,6,1.3333333333333333,0.6666666666666666,,,,0.9444444444444445,0.1111111111111111,,,,0.1527777777777778,-0.019097222222222245,,0.0,0.0,2.964703719863169,0.0,1.4823518599315846,1.4823518599315846,1.4823518599315846,28.666666666666668,84.98817330274417
Cuba,Upper middle income,2020-03-09,22.0,-80.0,11361908,8822,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Cyprus,High income,2020-03-09,35.1264,33.4299,1220282,28690,,,2,0,0,2,0,2,,,,,,,,,,,,,,,0.0,1.6389654194686147,0.0,0.0,0.0,1.6389654194686147,,
Czech Republic,High income,2020-03-09,49.8175,15.473,10672417,23069,1193,samples tested,31,8,0,31,8,23,12.666666666666666,2.8333333333333335,,,,5.444444444444444,1.0,,,,0.8333333333333336,,,0.0,0.0,2.904684102954373,0.0,0.7495958975366124,0.7495958975366124,2.1550882054177607,38.483870967741936,111.78348822014732
Denmark,High income,2020-03-09,63.287800000000004,-13.338100000000003,5846408,61391,1739,samples tested,92,10,0,92,10,82,98.83333333333333,12.166666666666666,,,,19.36111111111111,6.25,,,,-4.25,-2.3090277777777777,,0.0,0.0,15.736157996499731,0.0,1.7104519561412752,1.7104519561412752,14.025706040358456,18.902173913043477,297.44759517296774
Diamond Princess,,2020-03-09,0.0,0.0,,,,,706,608,6,706,614,92,0.0,8.833333333333334,0.16666666666666666,9.0,-9.0,,-0.9166666666666666,,,,,,,0.009771986970684038,0.0084985835694051,,,,,,,
Djibouti,Lower middle income,2020-03-09,11.8251,42.5903,990313,3083,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Dominica,Upper middle income,2020-03-09,15.415,-61.371,71848,7691,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Dominican Republic,Upper middle income,2020-03-09,18.7357,-70.1627,10898284,8051,,,5,1,0,5,1,4,0.5,,,,,0.05555555555555556,,,,,0.06944444444444443,,,0.0,0.0,0.45878782384456124,0.0,0.09175756476891224,0.09175756476891224,0.36703025907564896,,
Ecuador,Upper middle income,2020-03-09,-1.8312,-78.1834,17659604,6345,,,15,6,0,15,6,9,0.6666666666666666,0.8333333333333334,,,,0.13888888888888887,-0.05555555555555556,,,,,,,0.0,0.0,0.8493961699254411,0.0,0.33975846797017645,0.33975846797017645,0.5096377019552647,,
Egypt,Lower middle income,2020-03-09,26.0,30.0,102413231,2549,,,55,7,1,55,8,47,8.666666666666666,3.0,,,,0.05555555555555536,0.6111111111111112,,,,0.1875,,,0.125,0.01818181818181818,0.5370399846090199,0.009764363356527635,0.06835054349569344,0.07811490685222108,0.4589250777567988,,
El Salvador,Lower middle income,2020-03-09,13.7942,-88.8965,6482845,4058,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Equatorial Guinea,Upper middle income,2020-03-09,1.5,10.0,1425866,10144,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Eritrea,Low income,2020-03-09,15.1794,39.7823,3336933,308,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Estonia,High income,2020-03-09,58.5953,25.0136,1313895,23247,368,samples tested,10,3,0,10,3,7,1.0,0.8333333333333334,,,,4.25,,,,,0.9444444444444446,-0.3055555555555556,,0.0,0.0,7.610958257699435,0.0,2.283287477309831,2.283287477309831,5.327670780389605,36.8,280.0832638833392
Eswatini,Lower middle income,2020-03-09,-26.5225,31.4659,1151731,4146,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Ethiopia,Low income,2020-03-09,9.145,40.4897,115468813,772,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Fiji,Upper middle income,2020-03-09,-17.7134,178.065,891926,6267,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Finland,High income,2020-03-09,64.0,26.0,5554574,50175,978,samples tested,30,7,0,30,7,23,7.333333333333333,2.0,,,,5.277777777777778,1.0555555555555556,,,,0.5833333333333331,-0.4131944444444444,,0.0,0.0,5.400954240595229,0.0,1.2602226561388865,1.2602226561388865,4.140731584456342,32.6,176.07110824340444
France,High income,2020-03-09,8.305672727272727,5.429018181818179,67687174,41470,12667,samples tested,1219,296,19,1219,315,904,272.8333333333333,89.33333333333333,6.5,95.83333333333333,177.0,63.833333333333336,21.166666666666668,1.5833333333333333,22.75,41.083333333333336,11.22222222222222,2.7100694444444424,0.40842013888888956,0.06031746031746032,0.015586546349466776,18.009320347751554,0.28070310632262474,4.373058919552469,4.6537620258750945,13.35555832187646,10.391304347826088,187.14032883098355
Gabon,Upper middle income,2020-03-09,-0.8037,11.6094,2251673,7953,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Gambia,Low income,2020-03-09,13.4432,-15.3101,2423338,716,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Georgia,Upper middle income,2020-03-09,42.3154,43.3569,3689506,4723,,,15,3,0,15,3,12,3.3333333333333335,1.0,,,,0.16666666666666666,0.19444444444444445,,,,-0.20833333333333334,,,0.0,0.0,4.065584931966502,0.0,0.8131169863933003,0.8131169863933003,3.2524679455732013,,
Germany,High income,2020-03-09,51.0,9.0,82983285,47616,,samples tested,1176,296,2,1176,298,878,234.66666666666666,81.33333333333333,,,,101.08333333333333,21.555555555555557,,,,25.805555555555557,4.310763888888889,-0.06944444444444464,0.006711409395973154,0.0017006802721088435,14.17152863977366,0.024101239183288537,3.5669833991267037,3.5910846383099924,10.580444001463668,,
Ghana,Lower middle income,2020-03-09,7.9465,-1.0232,31239088,2202,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Greece,High income,2020-03-09,39.0742,21.8243,10723526,20317,,samples tested,73,18,0,73,18,55,9.0,4.666666666666667,,,,5.333333333333333,0.888888888888889,,,,0.798611111111111,-0.4496527777777777,-0.2013888888888889,0.0,0.0,6.807462396230494,0.0,1.6785523716732724,1.6785523716732724,5.1289100245572214,,
Grenada,Upper middle income,2020-03-09,12.1165,-61.679,112455,10640,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Guatemala,Upper middle income,2020-03-09,15.7835,-90.2308,18016276,4549,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Guinea,Low income,2020-03-09,9.9456,-9.6966,12992595,879,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Guinea-Bissau,Low income,2020-03-09,11.8037,-15.1804,1969276,778,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Guyana,Upper middle income,2020-03-09,5.0,-58.75,782677,4979,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Haiti,Low income,2020-03-09,18.9712,-72.2852,11466044,868,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Holy See,,2020-03-09,41.9029,12.4534,,,,,1,0,0,1,0,1,0.0,,,,,,,,,,,,,,0.0,,,,,,,
Honduras,Lower middle income,2020-03-09,15.2,-86.2419,9997955,2506,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Hungary,High income,2020-03-09,47.1625,19.5033,9728346,16151,,samples tested,9,1,0,9,1,8,1.8333333333333333,,,,,,,,,,,,,0.0,0.0,0.9251315691279894,0.0,0.10279239656977661,0.10279239656977661,0.8223391725582129,,
Iceland,High income,2020-03-09,64.9631,-19.0208,361714,73368,576,samples tested,58,17,0,58,17,41,10.0,4.0,,,,1.8333333333333333,0.5000000000000001,,,,0.3263888888888889,-0.0034722222222222376,,0.0,0.0,160.34767799974566,0.0,46.998457344753035,46.998457344753035,113.34922065499262,9.931034482758621,1592.41831944575
India,Lower middle income,2020-03-09,21.0,78.0,1390254545,2010,,,43,14,0,43,14,29,7.0,2.5,,,,0.8888888888888888,0.36111111111111116,,,,0.2152777777777778,0.008680555555555566,,0.0,0.0,0.030929587789982733,0.0,0.010070098350226936,0.010070098350226936,0.020859489439755796,,
Indonesia,Lower middle income,2020-03-09,-0.7893,113.9213,274757901,3894,,,19,2,0,19,2,17,5.0,1.0,,,,2.2499999999999996,,,,,,,,0.0,0.0,0.06915178755860418,0.0,0.007279135532484651,0.007279135532484651,0.06187265202611953,,
Iran,Upper middle income,2020-03-09,32.0,53.0,83827713,1670,,,7161,1933,237,7161,2170,4991,888.0,394.5,50.833333333333336,445.3333333333333,442.6666666666667,54.22222222222223,34.80555555555555,9.083333333333334,43.888888888888886,10.333333333333343,6.847222222222219,,,0.10921658986175115,0.03309593632174277,85.42521015693224,2.827227315625323,23.05920000465717,25.886427320282493,59.53878283664974,,
Iraq,,2020-03-09,33.0,44.0,40593281,,,,60,17,6,60,23,37,5.166666666666667,2.6666666666666665,0.8333333333333334,3.5,1.666666666666667,0.7777777777777778,0.3055555555555555,,,,0.24305555555555558,-0.0069444444444444545,-0.02777777777777779,0.2608695652173913,0.1,1.4780771231574013,0.14780771231574014,0.4187885182279304,0.5665962305436705,0.9114808926137308,,
Ireland,High income,2020-03-09,53.1424,-7.6921,5002283,78583,1784,units unclear,21,6,0,21,6,15,4.166666666666667,1.8333333333333333,,,,2.4722222222222223,,,,,0.611111111111111,,,0.0,0.0,4.198083155231322,0.0,1.1994523300660918,1.1994523300660918,2.9986308251652294,84.95238095238095,356.63715947298465
Israel,High income,2020-03-09,31.0,35.0,9230241,41720,3719,samples tested,61,17,0,61,17,44,10.5,4.0,,,,2.8611111111111107,0.6666666666666666,,,,0.4305555555555554,0.0954861111111111,0.05295138888888895,0.0,0.0,6.608711516849885,0.0,1.8417720620729188,1.8417720620729188,4.766939454776966,60.967213114754095,402.9147234617168
Italy,High income,2020-03-09,43.0,12.0,60821283,34489,53826,samples tested,9172,1963,463,9172,2426,6746,1746.1666666666667,406.3333333333333,136.5,542.8333333333333,1203.3333333333335,247.36111111111111,73.52777777777779,26.722222222222225,100.25000000000001,147.1111111111111,19.805555555555564,-1.0034722222222214,,0.19084913437757625,0.050479720889664195,150.8024748507854,7.61246683993825,32.274886407772755,39.887353247711005,110.91512160307437,5.868512865242041,884.9862637721733
Jamaica,Upper middle income,2020-03-09,18.1096,-77.2975,2967754,5354,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Japan,High income,2020-03-09,36.0,138.0,126494270,39290,8286,people tested,511,251,10,511,261,250,36.5,22.833333333333332,1.6666666666666667,24.5,12.0,3.055555555555555,1.4166666666666667,0.22222222222222224,1.638888888888889,1.4166666666666659,-0.5208333333333334,,,0.038314176245210725,0.019569471624266144,4.039708676132128,0.07905496430786944,1.984279604127523,2.0633345684353923,1.976374107696736,16.21526418786693,65.50494342550061
Jordan,Upper middle income,2020-03-09,31.24,36.51,10718956,4242,,,1,0,0,1,0,1,0.0,,,,,,,,,,,,,,0.0,0.0932926676814421,0.0,0.0,0.0,0.0932926676814421,,
Kazakhstan,Upper middle income,2020-03-09,48.0196,66.9237,18693685,9815,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Kenya,Lower middle income,2020-03-09,-0.0236,37.9062,54177517,1711,,units unclear,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Kosovo,Upper middle income,2020-03-09,42.602636,20.902977,1862192,4302,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Kuwait,High income,2020-03-09,29.5,47.75,4474225,33994,,,64,37,0,64,37,27,3.6666666666666665,2.6666666666666665,,,,1.1111111111111112,0.055555555555555504,,,,0.2847222222222222,-0.052083333333333315,,0.0,0.0,14.304153233241511,0.0,8.269588587967748,8.269588587967748,6.034564645273763,,
Kyrgyzstan,Lower middle income,2020-03-09,41.2044,74.7661,6504691,1280,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Laos,Lower middle income,2020-03-09,19.85627,102.495496,7286667,2542,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Latvia,High income,2020-03-09,56.8796,24.6032,1883606,17855,391,samples tested,6,1,0,6,1,5,1.5,,,,,0.5277777777777778,,,,,,,,0.0,0.0,3.185379532662351,0.0,0.5308965887770585,0.5308965887770585,2.6544829438852924,65.16666666666667,207.58056621182988
Lebanon,Upper middle income,2020-03-09,33.8547,35.8623,7303125,8270,,,32,11,0,32,11,21,6.5,1.6666666666666667,,,,1.638888888888889,0.3333333333333333,,,,-0.20138888888888884,-0.1076388888888889,,0.0,0.0,4.381685922122379,0.0,1.506204535729568,1.506204535729568,2.8754813863928113,,
Lesotho,Lower middle income,2020-03-09,-29.609988,28.233608,2116672,1299,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Liberia,Low income,2020-03-09,6.4281,-9.4295,5108890,677,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Libya,Upper middle income,2020-03-09,26.3351,17.228331,6844086,7242,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Liechtenstein,High income,2020-03-09,47.14,9.55,38475,74854,,,1,0,0,1,0,1,0.0,,,,,,,,,,,,,,0.0,25.99090318388564,0.0,0.0,0.0,25.99090318388564,,
Lithuania,High income,2020-03-09,55.1694,23.8813,2733144,19071,,samples tested,1,1,0,1,1,0,0.3333333333333333,,,,,,,,,,,,,0.0,0.0,0.3658790023504067,0.0,0.3658790023504067,0.3658790023504067,0.0,,
Luxembourg,High income,2020-03-09,49.8153,6.1296,630779,116597,,,3,1,0,3,1,2,2.8333333333333335,,,,,1.5,,,,,0.6666666666666667,,,0.0,0.0,4.756023900605442,0.0,1.585341300201814,1.585341300201814,3.170682600403628,,
MS Zaandam,,2020-03-09,0.0,0.0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
Madagascar,Low income,2020-03-09,-18.7669,46.8691,27794253,528,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Malawi,Low income,2020-03-09,-13.254307999999998,34.301525,19152062,389,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Malaysia,Upper middle income,2020-03-09,2.5,112.5,32622577,11373,2686,people tested,117,44,0,117,44,73,11.0,6.333333333333333,,,,6.388888888888889,0.9166666666666666,,,,2.673611111111111,0.3663194444444444,,0.0,0.0,3.586473257462156,0.0,1.3487591737464517,1.3487591737464517,2.237714083715704,22.957264957264957,82.33561683370385
Maldives,Upper middle income,2020-03-09,3.2028,73.2207,552037,10331,,,4,0,0,4,0,4,,,,,,,,,,,,,,,0.0,7.245891126862873,0.0,0.0,0.0,7.245891126862873,,
Mali,Low income,2020-03-09,17.570692,-3.996166000000001,20292317,900,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Malta,High income,2020-03-09,35.9375,14.3754,496458,30030,,,3,1,0,3,1,2,,,,,,,,,,,,,,0.0,0.0,6.0428072465344504,0.0,2.01426908217815,2.01426908217815,4.0285381643563,,
Mauritania,Lower middle income,2020-03-09,21.0079,10.9408,4662786,1189,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Mauritius,Upper middle income,2020-03-09,-20.2,57.5,1274331,11239,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Mexico,Upper middle income,2020-03-09,23.6345,-102.5528,129654253,9673,2405,people tested,7,3,0,7,3,4,1.0,0.3333333333333333,,,,1.2222222222222223,0.13888888888888892,,,,0.4375,,,0.0,0.0,0.05398974455546784,0.0,0.02313846195234336,0.02313846195234336,0.03085128260312448,343.57142857142856,18.549333665128593
Moldova,Lower middle income,2020-03-09,47.4116,28.3699,2682880,4229,,,1,0,0,1,0,1,,,,,,,,,,,,,,,0.0,0.3727337786259542,0.0,0.0,0.0,0.3727337786259542,,
Monaco,High income,2020-03-09,43.7333,7.4167,39486,185741,,,1,1,0,1,1,0,0.16666666666666666,,,,,,,,,,,,,0.0,0.0,25.325431798612165,0.0,25.325431798612165,25.325431798612165,0.0,,
Mongolia,Lower middle income,2020-03-09,46.8625,103.8467,3270171,4122,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
Montenegro,Upper middle income,2020-03-09,42.5,19.3,624177,8846,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,
